id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
dagstuhl-10	0,1	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they appear to be presenting factual information and statistics about the bottled water industry, without using emotive language or personal anecdotes that could evoke strong emotions. Argument 1 attempts"	"Label: 2
Explanation: because Argument 2 provides more substantial and specific statistics about the scale of the bottled water industry, such as revenue and production numbers, while Argument 1 relies on a weaker argument that banning plastic bottled water would hurt the"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they primarily present factual information and statistics about the bottled water industry, without using emotive language or personal anecdotes that could elicit a strong emotional response. Neither argument uses"	"Label: 2
Explanation: because Argument 2 provides more substantial and specific statistics about the scale of the bottled water industry, whereas Argument 1 relies on vague statements about economic benefits and recyclability, and also contains logical fallacies such as assuming"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they primarily present factual information and statistics about the bottled water industry, without using emotive language or personal anecdotes that could evoke strong emotions. Neither argument uses persuasive storytelling or"	"Label: 2
Explanation: because Argument 2 provides more substantial and relevant statistics about the scale of the bottled water industry, while Argument 1 relies on a weaker argument that focuses on the economic benefits during a recession and misinterprets the environmental"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they appear to be presenting factual information and statistics about the bottled water industry, without using emotional appeals or personal anecdotes that could evoke strong emotions in the reader. Argument"	"Label: 2
Explanation: because Argument 2 provides more substantial and specific statistics about the scale of the bottled water industry, while Argument 1 relies on a vague argument about helping the economy and a misleading claim about the recyclability of PET water"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they primarily present factual information and statistics about the bottled water industry, without using emotive language or personal anecdotes that could elicit a strong emotional response. Neither argument attempts"	"Label: 2
Explanation: because Argument 2 provides more substantial and specific statistics about the scale of the bottled water industry, such as revenue and production numbers, which helps to build a stronger case against banning plastic water bottles by highlighting the industry's"
dagstuhl-10	0,2	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, or neither argument evokes emotions, as they present factual information and statistics about the bottled water industry without using emotional appeals or personal stories that could elicit a strong emotional response"	"Label: 2
Explanation: because Argument 2 presents a more comprehensive and data-driven argument, providing specific statistics and a broader perspective on the scale of the bottled water industry, whereas Argument 1 relies on a weaker economic argument and a single,"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they present factual information and statistics about the bottled water industry, neither of which resonates with me on a personal or emotional level. Argument 1 attempts to evoke emotion"	"Label: 2
Explanation: because Argument 2 provides a more detailed and comprehensive view of the scale of the bottled water industry, including specific statistics and revenue figures, while Argument 1 relies on a weaker argument that focuses on the economic benefits of"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, or neither argument evokes emotions, as they primarily present factual information and economic data about the bottled water industry, without using emotive language or personal anecdotes that could elicit"	"Label: 2
Explanation: because Argument 2 provides a more detailed and comprehensive overview of the scale of the bottled water industry, including specific statistics and revenue figures, while Argument 1 relies on a weaker argument that banning plastic water bottles would hurt"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and dramatic language, such as ""meteoric rise"", ""jaw-dropping"", and ""colossal consumption"", which creates a stronger impression and"	"Label: 2
Explanation: because Argument 2 presents a stronger, more detailed argument with specific statistics and data about the scale of the bottled water industry, whereas Argument 1 relies on a weaker economic argument and a vague claim about recycling, with"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, or neither argument evokes emotions, as they primarily present factual information and economic data about the bottled water industry without using emotional appeals or personal stories that could evoke strong emotions in"	"Label: 2
Explanation: because Argument 2 presents a stronger case with specific and detailed statistics about the scale of the bottled water industry, whereas Argument 1 relies on vague statements about the economic benefits and recyclability of bottled water, and includes"
dagstuhl-10	1,3	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a counterintuitive perspective that challenges the assumption that banning plastic water bottles is an unequivocally good idea, highlighting the potential negative economic impacts and the"	"Label: 2
Explanation: because Argument 2 provides a more balanced view, acknowledging the potential drawbacks of banning plastic water bottles, such as the economic impact, and offers statistics to support its claim that bottled water is not a significant contributor to global"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a counterintuitive perspective that challenges the assumption that banning plastic water bottles is an unequivocally good idea, and highlights the potential negative economic consequences,"	"Label: 2
Explanation: because Argument 2 provides a clearer argument against banning plastic water bottles, citing the potential negative economic impact and the relatively low contribution of bottled water to global waste, as well as its recyclability, whereas Argument 1"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a counterintuitive perspective that challenges the assumption that banning plastic water bottles is an unequivocally positive action, highlighting the potential economic drawbacks and the relatively"	"Label: 2
Explanation: because Argument 2 provides a more nuanced view, acknowledging the potential drawbacks of banning plastic water bottles, such as the economic impact, and offers evidence to mitigate the environmental concerns, like the recyclability of PET water bottles"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a counterintuitive perspective that challenges the common assumption that banning plastic water bottles is an unequivocally positive action, and highlights the potential negative economic consequences"	"Label: 2
Explanation: because Argument 2 provides a more nuanced view of the issue, acknowledging the potential economic benefits of not banning plastic water bottles and offering specific data to support its claim that bottled water is a minor contributor to global waste and"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a counterintuitive perspective that challenges the assumption that banning plastic water bottles is an unequivocally positive action, highlighting the potential economic drawbacks and the relatively"	"Label: 2
Explanation: because Argument 2 provides a more nuanced view, acknowledging the potential drawbacks of banning plastic water bottles, such as the economic impact, and offers some mitigating factors like the recyclability of PET water bottles, whereas Argument"
dagstuhl-10	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and alarming picture of the massive scale of bottled water consumption, using words like ""meteoric rise"", ""staggering"", ""jaw-d"	"Label: 2
Explanation: because Argument 2 provides concrete statistics and a clear counterargument against banning plastic water bottles, highlighting the economic benefits and the relatively low environmental impact of bottled water, whereas Argument 1 primarily focuses on the scale of the"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more vivid and striking language to describe the scale of the bottled water industry, with words like ""meteoric rise"", ""jaw-dropping"", and """	"Label: 2
Explanation: because Argument 2 provides concrete statistics and data to support its claim that banning plastic water bottles may not be the best solution, such as the recyclability of PET water bottles and their relatively low contribution to global waste,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and astonishing picture of the scale of plastic water bottle consumption, using words like ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: because Argument 2 provides specific data and statistics to support its claim, such as the percentage of global waste attributed to bottled water and the recyclability of PET water bottles, whereas Argument 1 primarily focuses on the scale"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and astonishing picture of the massive scale of plastic water bottle consumption, using words like ""meteoric rise"", ""jaw-dropping"", and """	"Label: 2
Explanation: because Argument 2 provides specific counterarguments and statistics against banning plastic water bottles, such as the economic benefits and the relatively low percentage of global waste contributed by bottled water, as well as the recyclability of PET water"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more vivid and descriptive language, such as ""meteoric rise"", ""jaw-dropping"", and ""colossal consumption"", which creates a stronger impression and"	"Label: 2
Explanation: because Argument 2 provides specific counterarguments and statistics against banning plastic water bottles, such as the economic benefits and the relatively low contribution to global waste, as well as the recyclability of PET water bottles, whereas Argument"
dagstuhl-102	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 presents a more thoughtful and emotionally nuanced perspective, acknowledging the complexity of the situation and the speaker's personal fear and anxiety, whereas Argument 1 relies on a more simplistic and judgmental approach, with"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 presents a more nuanced and emotionally resonant case, emphasizing the profound gravity of taking a life and the fear of potential future violence, whereas Argument 1 relies on a more simplistic moral stance and self"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 presents a more nuanced and emotionally resonant case, emphasizing the profound gravity of taking a life and the fear of potential future violence, whereas Argument 1 relies on a more simplistic moral stance and personal"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 provides a more nuanced and emotionally resonant explanation for why they would turn in their spouse, emphasizing the profound gravity of taking a life and the fear of potential future violence, whereas Argument 1 relies"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 presents a more emotionally and psychologically nuanced perspective, highlighting the fear and anxiety that comes with knowing a murderer, and emphasizing the need to protect oneself and others, whereas Argument 1 relies on a more"
dagstuhl-102	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it mentions the concept of guilt, trust, and the potential for future harm, which creates a sense of urgency and moral obligation, making the argument more compelling and"	"Label: 2
Explanation: because Argument 2 provides a more nuanced and morally grounded reasoning for turning in the spouse, considering both the moral implications of the act and the potential danger to themselves and others, whereas Argument 1, although decisive,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it mentions the concept of sin and guilt, implying a deeper moral and ethical concern, and also raises a personal safety issue by questioning the trustworthiness of the"	"Label: 2
Explanation: because Argument 2 provides a clearer and more coherent reasoning for turning in the spouse, including the potential for the spouse to feel guilty and change their behavior, as well as the personal risk of being harmed by someone who"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it mentions the concept of sin and guilt, implying a deeper moral and ethical dilemma, and also raises the stakes by suggesting the spouse could be a potential threat to"	"Label: 2
Explanation: because Argument 2 provides a more nuanced and thoughtful approach, considering the moral implications of the act (calling it a ""sin"") and the potential risks of harboring a murderer, including the possibility of being killed or"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses stronger moral language, such as describing murder as a ""sin"", and expresses a sense of self-preservation and mistrust, implying a deeper emotional response"	"Label: 2
Explanation: because Argument 2 provides a more nuanced and morally consistent reasoning for turning in the spouse, considering both the moral implications of the act and the potential risks to themselves and others, whereas Argument 1, although decisive,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it not only emphasizes the moral and legal implications of the spouse's action, but also touches on the personal trust and safety concerns in a more detailed and relatable"	"Label: 2
Explanation: because Argument 2 provides a clearer and more morally grounded reasoning for turning in the spouse, emphasizing the gravity of the crime, the potential for future harm, and the erosion of trust, whereas Argument 1, although"
dagstuhl-102	1,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, using phrases like ""killing spree"" and ""decides to kill me"", which creates a sense of immediate danger"	"Label: 2
Explanation: because Argument 2 presents a more coherent and logically sound reasoning for turning in the spouse, emphasizing the importance of legal consequences and personal safety, whereas Argument 1 seems more driven by fear and potential self-preservation rather"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, using phrases like ""killing spree"" and ""decides to kill me"", which creates a sense of immediate danger"	"Label: 2
Explanation: because Argument 2 presents a more coherent and rational justification for turning in the spouse, emphasizing the importance of legal consequences and the potential risks associated with trusting someone who has committed a serious crime, whereas Argument 1 seems"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses a more personal and urgent tone, mentioning the possibility of the spouse ""killing me"" and the need to call the police ""just in case"","	"Label: 2
Explanation: because Argument 2 presents a more coherent and logical reasoning for turning in the spouse, emphasizing the importance of legal consequences and the risk of trusting someone who has committed a serious crime, whereas Argument 1 seems more driven"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, using phrases like ""she killed someone"" and ""decides to kill me"", which creates a sense of urgency"	"Label: 2
Explanation: because Argument 2 presents a more coherent and logical reasoning for turning in the spouse, emphasizing the importance of legal consequences and the risk of trusting someone who has committed a serious crime, whereas Argument 1 seems more driven"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, using phrases like ""she killed someone"" and ""decides to kill me"", which creates a sense of urgency"	"Label: 2
Explanation: because Argument 2 presents a more coherent and logically sound reasoning, emphasizing the importance of legal consequences and the potential risks associated with trusting someone who has committed a serious crime, whereas Argument 1 seems more driven by fear"
dagstuhl-102	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more emotive language such as ""profound and deeply unsettling"", ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"	"Label: 2
Explanation: because Argument 2 provides a more objective and logical reasoning for turning in the spouse, focusing on the legal consequences and the potential risk to others, whereas Argument 1 is driven by personal fear and anxiety, which,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more vivid and personal language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming sense of"	"Label: 2
Explanation: because Argument 2 presents a more logical and objective reasoning for turning in the spouse, focusing on the legal consequences and the risk associated with trusting someone who has committed a criminal offense. In contrast, Argument 1 is"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more vivid and personal language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming sense of"	"Label: 2
Explanation: because Argument 2 provides a more objective and logical reasoning for turning in the spouse, focusing on the legal consequences and the risk posed by the individual's actions, whereas Argument 1 is driven more by emotional responses such"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses vivid and intense language to describe the emotional response to the situation, such as ""chills down my spine"", ""overwhelming sense of fear and anxiety"	"Label: 2
Explanation: because Argument 2 provides a more objective and logical reasoning for turning in the spouse, focusing on the legal consequences and the potential risk of trusting someone who has committed a criminal offense. In contrast, Argument 1 relies"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses vivid and disturbing language to describe the emotional response to learning about a spouse's involvement in a murder, such as ""sends chills down my spine"	"Label: 2
Explanation: because Argument 2 presents a more logical and objective reasoning for turning in the spouse, emphasizing the importance of legal consequences and the potential for future offenses, whereas Argument 1 relies heavily on emotional responses and personal fears,"
dagstuhl-103	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and descriptive language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""haunting possibility"	"Label: 2
Explanation: because Argument 2 presents a more coherent and emotionally resonant case, emphasizing the profound gravity of taking a life and the fear of potential future violence, while Argument 1 relies on a more speculative and less convincing scenario"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 provides a more thoughtful and emotionally nuanced explanation, acknowledging the complexity of the situation and the gravity of the act, while also considering the potential risks and consequences for themselves and others. In contrast, Argument"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and unsettling language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""haunting possibility"	"Label: 2
Explanation: because Argument 2 presents a more articulate and emotionally resonant case, emphasizing the profound gravity of taking a life and the fear of potential future violence, whereas Argument 1 relies on a more speculative and less convincingly"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language, such as ""sends chills down my spine"", ""overwhelming sense of fear and anxiety"", ""ha"	"Label: 2
Explanation: because Argument 2 presents a more thoughtful and empathetic perspective, emphasizing the gravity and profound impact of taking a life, which evokes a stronger emotional response and sense of responsibility to act, whereas Argument 1 relies"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and unsettling language, such as ""sends chills down my spine"", ""stirring an overwhelming sense of fear and anxiety"", and"	"Label: 2
Explanation: because Argument 2 presents a more articulate and emotionally compelling case, emphasizing the gravity and profundity of taking a life, which evokes a stronger sense of fear and anxiety, while Argument 1, although sharing a"
dagstuhl-103	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a sense of fear and self-preservation by suggesting that the spouse could potentially turn violent against their partner to eliminate them as a witness, which is a"	"Label: 2
Explanation: because Argument 2 presents a more plausible and self-protective reasoning for turning in the spouse, emphasizing the potential danger the spouse poses to the person themselves, whereas Argument 1, although acknowledging the severity of the"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a sense of personal danger and vulnerability, implying that the spouse's knowledge of the truth could lead to a violent act against the person themselves, which is"	"Label: 2
Explanation: because Argument 2 presents a more plausible and selfless motivation for turning in the spouse, focusing on the potential danger the spouse poses to the arguer themselves and others, whereas Argument 1 seems more focused on avoiding"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a sense of personal danger and vulnerability, implying that the spouse's knowledge of the truth could lead to a violent act against the person themselves, which is"	"Label: 2
Explanation: because Argument 2 presents a more compelling reason for turning in a spouse who has committed murder, emphasizing the potential danger to oneself if the spouse feels threatened by the knowledge being exposed, whereas Argument 1, although firm"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a sense of personal danger and vulnerability, implying that the spouse's knowledge of the truth could lead to a violent act against the person they love, which"	"Label: 2
Explanation: because Argument 2 presents a more plausible and selfless motivation for turning in the spouse, emphasizing the potential danger to oneself if the spouse is capable of murder, whereas Argument 1 seems more focused on legal trouble and"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a vivid and frightening scenario of being potentially killed by a spouse, which taps into a deep-seated fear of betrayal and vulnerability."	"Label: 2
Explanation: because Argument 2 presents a more compelling reason for turning in the spouse, highlighting the potential danger to oneself if the spouse is capable of murder and feels the need to eliminate any potential threat to their secret, including a"
