id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
dagstuhl-10	0,1	"Label: 0
Explanation: Neither argument evokes particularly strong emotions in me. Both arguments present facts and figures to support their stance against banning plastic water bottles, but they do so in a relatively neutral manner without invoking strong emotional appeals. Argument"	"Label: 2
Explanation: Argument 2 is more convincing because it provides specific data and statistics that highlight the economic significance of the bottled water industry, which adds more weight to the argument against banning plastic water bottles. While Argument 1 touches on"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Both present facts and figures to support their stance against banning plastic water bottles, but they do so in a relatively neutral manner without invoking strong emotional appeals. Argument 1 focuses"	"Label: 2
Explanation: Argument 2 is more convincing because it provides specific data and statistics that highlight the economic impact and growth of the bottled water industry, which can be a strong argument against banning plastic water bottles. While Argument 1 touches"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 focuses on the economic benefits of bottled water sales and the recyclability of PET bottles, while Argument 2 provides statistics on the growth and revenue of the bottled"	"Label: 2
Explanation: Argument 2 is more convincing because it provides specific data and statistics that highlight the significant economic impact of the bottled water industry. While Argument 1 touches on the economic benefits and recycling aspects, Argument 2 offers a"	"Label: 0
Explanation: Neither argument evokes particularly strong emotions in me. Both texts present factual information and statistics related to the bottled water industry, but they do not use emotionally charged language or appeal to deep personal values or sentiments. The first"	"Label: 0
Explanation: Both arguments present information that could be relevant to the discussion on banning plastic water bottles, but neither provides a strong, coherent argument against the ban. Argument 1 focuses on the economic benefits and recyclability of plastic water"	"Label: 0
Explanation: Neither argument evokes a particularly strong emotional response in me. Both arguments focus on economic impacts and statistics, which are factual and less likely to evoke strong emotions. While Argument 1 includes a slightly more personal touch with"	"Label: 0
Explanation: Both arguments present information that could be relevant to the discussion on banning plastic water bottles, but neither provides a clear stance against the ban itself. Argument 1 mentions economic benefits and recycling rates, while Argument 2 focuses"
dagstuhl-10	0,2	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 presents a practical view on the economic benefits and recyclability of plastic water bottles, while Argument 2 emphasizes the rapid growth and significant revenue of the bottled water"	"Label: 0
Explanation: Both arguments provide compelling points regarding the economic impact and consumer behavior surrounding plastic bottled water. However, neither argument effectively addresses the environmental concerns or the long-term sustainability issues related to banning plastic water bottles. Argument 1 focuses"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, as it highlights the economic benefits and the recyclability of plastic water bottles, which are practical concerns that resonate more emotionally due to their immediate impact on people's livelihoods"	"Label: 0
Explanation: Both arguments provide compelling points regarding the economic impact and consumer behavior associated with bottled water, but neither effectively addresses the environmental concerns that are central to the debate on banning plastic water bottles. Argument 1 emphasizes the economic benefits"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and dramatic language, such as ""astounding,"" ""meteoric rise,"" and ""jaw-dropping,"" which paint a powerful image of the bottled water"	"Label: 0
Explanation: Both arguments present compelling points regarding the economic impact and consumer behavior related to bottled water, but neither effectively addresses the core issue of banning plastic water bottles from an environmental perspective. Argument 1 focuses on the economic benefits and"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 presents a practical view on the economic benefits of bottled water sales and the recyclability of PET bottles, while Argument 2 provides a more dramatic description of the"	"Label: 2
Explanation: Argument 2 is more convincing because it provides detailed statistics and a broader context regarding the bottled water industry's economic impact and consumer behavior. It effectively highlights the significant growth and revenue generated by the industry, which can be"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and dramatic language, such as ""meteoric rise,"" ""staggering,"" and ""jaw-dropping."" These phrases create a more engaging and emotionally"	"Label: 2
Explanation: Argument 2 is more convincing because it provides detailed statistics and a broader context regarding the global and U.S. bottled water market, which helps to illustrate the significant economic impact and consumer behavior associated with bottled water. While"
dagstuhl-10	1,3	"Label: 0
Explanation: Neither argument evokes particularly strong emotions in me. Argument 1 focuses on the economic growth and revenue generated by the bottled water industry, which is factual but does not elicit a strong emotional response. Argument 2"	"Label: 2
Explanation: Argument 2 is more convincing because it addresses the economic impact of banning plastic water bottles and provides specific data on the recyclability of PET water bottles, which counters the environmental concerns often raised against plastic water bottles. It"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 focuses on the economic growth and revenue generated by the bottled water industry, while Argument 2 discusses the potential economic benefits and recycling aspects of plastic water bottles."	"Label: 2
Explanation: Argument 2 is more convincing because it addresses the economic benefits of the bottled water industry and provides specific data on the recyclability and relatively low environmental impact of plastic water bottles. This argument presents a balanced view that considers"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 provides statistics on the growth and revenue of the bottled water industry, while Argument 2 discusses the economic benefits and recyclability of plastic water bottles. Both present"	"Label: 2
Explanation: Argument 2 is more convincing because it addresses the economic benefits of the bottled water industry and the relatively minor environmental impact of plastic water bottles compared to other waste. It also highlights that PET water bottles are among the most"	"Label: 0
Explanation: Neither argument evokes particularly strong emotions in me. Argument 1 focuses on the economic growth and revenue generated by the bottled water industry, while Argument 2 discusses the economic benefits and recycling aspects of plastic water bottles."	"Label: 2
Explanation: Argument 2 is more convincing because it addresses the economic benefits of the bottled water industry and provides specific data on the recyclability and relatively low environmental impact of plastic water bottles. This argument provides a balanced view that considers"	"Label: 0
Explanation: Neither argument evokes strong emotions in me. Argument 1 focuses on the economic growth and revenue generated by the bottled water industry, while Argument 2 discusses the potential economic benefits and the relatively low environmental impact of bottled"	"Label: 2
Explanation: Argument 2 is more convincing because it addresses potential negative impacts of banning plastic water bottles, such as economic contributions and recycling rates, which provide a balanced perspective on the issue. Argument 1 focuses on the growth and"
dagstuhl-10	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses powerful imagery and statistics to highlight the massive scale and rapid growth of the bottled water industry, which can provoke a sense of concern about the environmental impacts of"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a balanced view by addressing economic benefits and the relatively low environmental impact of plastic water bottles, which can be recycled. It also highlights the minimal contribution of bottled water to global"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and powerful imagery of the rapid growth and massive economic impact of the bottled water industry. The use of terms like ""meteoric rise,"" ""stagger"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a balanced perspective that considers economic impacts and recycling rates, which are crucial factors often overlooked in discussions about banning plastic water bottles. It effectively counters the emotional appeal of Argument"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it uses strong imagery and emotive language such as ""astounding,"" ""meteoric rise,"" and ""jaw-dropping"" to highlight the significant economic impact and consumer"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a balanced view of the issue, addressing economic benefits and the relatively low environmental impact of plastic water bottles compared to other waste. It also highlights the recyclability of PET water"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it uses powerful imagery and large figures to highlight the rapid growth and significant economic impact of the bottled water industry, which can provoke a sense of awe and concern about the"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a balanced view of the economic benefits of the bottled water industry and addresses the environmental concerns by highlighting the recyclability of PET water bottles. It also mentions the relatively small contribution"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and impactful description of the bottled water industry's growth and the environmental implications of such massive consumption. The use of phrases like ""meteoric rise,"" """	"Label: 2
Explanation: Argument 2 is more convincing because it provides a balanced view of the issue, addressing both economic and environmental aspects. It highlights the economic benefits of the bottled water industry, especially during a recession, and points out that"
dagstuhl-102	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed expression of fear, anxiety, and dread. The use of phrases like ""sends chills down my spine"" and ""heart would race"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a detailed and emotional rationale that addresses the psychological impact of the situation. It effectively conveys the fear and anxiety that would arise from such a confession, making the decision to"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed expression of fear, anxiety, and dread. The use of phrases like ""sends chills down my spine"" and ""heart would race"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological perspective on the impact of knowing someone who has committed murder. It effectively conveys the fear and anxiety that would naturally arise, making the decision to"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it vividly describes the emotional turmoil and fear that would arise upon learning of such a grave act committed by a spouse. The detailed portrayal of the speaker's internal struggle"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a detailed emotional and psychological perspective on the impact of such a confession, which adds depth to the reasoning. It effectively conveys the fear and anxiety that would compel the speaker"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed description of the emotional impact and fear the speaker experiences upon learning of the murder. The use of phrases like ""sends chills down my"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological insight into the implications of knowing that a spouse has committed murder. It effectively conveys the fear and anxiety that such knowledge would bring, and it"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and personal description of the emotional impact of the situation. The use of phrases like ""sends chills down my spine,"" ""heart would race with"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological rationale for turning in the spouse. It effectively conveys the intense emotions and fears that would arise from such a situation, making the decision to call"
dagstuhl-102	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its emphasis on the moral implications and the potential for future harm, which adds a layer of personal safety and ethical responsibility that resonates more deeply. The mention of"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clear rationale for turning in the spouse, emphasizing the moral and safety implications. It highlights the potential for future harm and the erosion of trust, which are compelling reasons to"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it highlights the immediate danger and the potential for further harm, which creates a sense of urgency and fear. The emphasis on personal safety and preventing additional crimes adds a layer"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clear rationale for turning in the spouse, emphasizing the moral and safety implications. It addresses the issue of trust and the potential for future harm, which are critical factors in"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its direct and protective stance, emphasizing the seriousness of the crime and the potential danger to both the public and the speaker. The urgency and fear expressed in the argument"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clearer rationale for turning in the spouse, emphasizing the moral implications of the act, the potential for future harm, and the erosion of trust. It also touches on the"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to the vivid imagery of potential danger and the immediate action taken to prevent further harm. The mention of ""another killing spree"" and the possibility of the spouse turning violent"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clear rationale for turning in the spouse, emphasizing the importance of accountability and the potential for future harm. It also touches on the issue of trust, which is crucial in"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its emphasis on the potential dangers of staying silent and the immediate action the speaker would take to protect themselves and others from further harm. The fear and urgency conveyed in"	"Label: 1
Explanation: Argument 1 is more convincing because it provides a clear rationale for turning in the spouse, emphasizing the legal and personal safety implications. It highlights the potential dangers of not reporting the crime, such as the risk of further"
dagstuhl-102	1,3	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it presents a more principled and structured approach to the issue, emphasizing the importance of legal accountability and the potential risks of trusting someone who has committed such a serious crime"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clearer and more structured rationale for turning in a spouse who has committed murder. It emphasizes the legal and moral implications of the crime, the importance of accountability, and the"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it conveys a sense of urgency and fear, particularly with the mention of the potential for further harm or a ""killing spree."" This argument highlights the immediate danger"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clear rationale for reporting the crime, emphasizing the legal and moral responsibilities involved. It also highlights the importance of deterring future offenses and the risks associated with trusting someone who"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more visceral and immediate reaction to the situation, emphasizing personal safety and the prevention of further harm. The urgency and fear conveyed in the argument make it"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clear rationale for reporting the crime, emphasizing the legal and moral implications of the act. It also highlights the importance of accountability and the potential risks associated with trusting someone who"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and personal nature, emphasizing the immediate danger and emotional turmoil involved in the situation. The use of ""she"" and the personal pronoun ""I"""	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clearer and more structured rationale for turning in a spouse who has committed murder. It emphasizes the legal and moral responsibilities involved, the potential for reflection and deterrence, and"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its raw and immediate reaction to the situation, emphasizing personal safety and the prevention of further harm. The urgency and fear conveyed in the argument make it more emotionally compelling"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a clearer and more structured rationale for turning in a spouse who has committed murder. It emphasizes the legal and moral implications of the crime, the importance of legal consequences for reflection"
dagstuhl-102	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and emotional language that conveys a deep sense of fear, anxiety, and personal turmoil. The use of phrases like ""sends chills down my"	"Label: 2
Explanation: Argument 2 is more convincing because it focuses on the legal and moral implications of the crime, emphasizing the importance of accountability and the potential for rehabilitation through legal consequences. It also highlights the risks associated with trusting someone who"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and personal description of the emotional turmoil one might experience upon learning that their spouse has committed murder. The use of phrases like ""chills down my spine"	"Label: 2
Explanation: Argument 2 is more convincing because it focuses on the legal and moral implications of the crime, emphasizing the need for accountability and the potential for deterring future offenses. It also addresses the issue of trust and safety,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the emotional turmoil and fear that would arise from such a situation. The use of phrases like ""chills down my spine,"" ""heart would race"	"Label: 2
Explanation: Argument 2 is more convincing because it focuses on the legal and moral implications of the crime, emphasizing the importance of accountability and the potential for rehabilitation through legal consequences. It also highlights the risks associated with trusting someone who"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the emotional turmoil and fear that would arise upon learning that a spouse has committed murder. The personal and visceral reaction, including the racing heart and the"	"Label: 1
Explanation: Argument 1 is more convincing because it provides a deeper emotional and psychological perspective on the issue. It effectively conveys the intense emotional turmoil and fear that would accompany learning such information about a spouse, making the decision to"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me due to its vivid and personal description of the emotional turmoil that comes with the realization of a spouse's crime. The use of phrases like ""chills down my spine"""	"Label: 2
Explanation: Argument 2 is more convincing because it focuses on the legal and moral implications of the crime, emphasizing the need for accountability and the potential for rehabilitation through legal consequences. It also highlights the risks associated with trusting someone who"
dagstuhl-103	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed expression of fear and anxiety. The use of phrases like ""sends chills down my spine"" and ""heart would race with dread"""	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological perspective on the gravity of the situation. It effectively communicates the fear and anxiety that would arise from knowing someone close has committed such a serious crime,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it vividly describes the emotional turmoil and fear that would arise from such a situation. The detailed expression of dread, anxiety, and the visceral reaction of ""chills"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a detailed emotional and psychological perspective on the gravity of the situation. It effectively conveys the fear and anxiety that would come with knowing such information, and it emphasizes the moral"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed expression of fear, anxiety, and the psychological impact of knowing someone has committed murder. The use of phrases like ""chills down my spine"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a detailed and emotional rationale that highlights the gravity of the situation, the psychological impact of such a confession, and the potential danger to oneself and others. It effectively conveys"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed expression of fear, anxiety, and the deep emotional impact of the situation. The use of phrases like ""sends chills down my spine"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological rationale for turning in a spouse who has committed murder. It effectively conveys the profound impact of such a revelation, including the fear and anxiety it"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and detailed description of the emotional turmoil and fear that would arise upon learning such a grave secret. The use of phrases like ""chills down my spine"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper emotional and psychological insight into the consequences of knowing such a grave secret. It effectively conveys the fear and anxiety that would accompany such knowledge, and it emphasizes the"
dagstuhl-103	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it paints a vivid and chilling scenario where the spouse might turn violent due to the fear of being exposed. This argument taps into deep-seated fears about betrayal and the"	"Label: 1
Explanation: Argument 1 is more convincing because it provides a clear rationale for turning in a spouse who has committed murder, emphasizing the legal consequences and the potential danger to both the public and the speaker. It also considers different scenarios"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and unsettling portrayal of potential betrayal and danger from a spouse. The fear and suspicion it conveys about the murderer's intentions towards the confidant create"	"Label: 2
Explanation: Argument 2 is more convincing because it delves deeper into the potential psychological state of the spouse who has committed murder, highlighting the risk of them becoming a threat to the confidant due to the burden of secrecy"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and disturbing imagery of potential betrayal and danger. It paints a scenario where the spouse might turn violent, driven by a desperate need to eliminate evidence, including"	"Label: 2
Explanation: Argument 2 is more convincing because it delves deeper into the potential psychological state of the spouse who has committed murder, suggesting a more nuanced understanding of the risks involved. It highlights the possibility of the spouse feeling threatened"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and unsettling portrayal of potential betrayal and danger. The idea of a spouse potentially turning violent and eliminating ""clues"" including loved ones to cover up a"	"Label: 2
Explanation: Argument 2 is more convincing because it provides a deeper psychological insight into the potential behavior of a person who has committed murder, emphasizing the risk of harm to the confidant. This argument effectively highlights the danger of"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me due to its vivid and intense portrayal of the potential danger and betrayal from the spouse. The fear and suspicion expressed in this argument are more emotionally charged, painting a scenario where"	"Label: 1
Explanation: Argument 1 is more convincing because it provides a clearer and more structured rationale for turning in a spouse who has committed murder. It addresses the severity of the crime, the potential legal consequences, and the safety concerns for"
