	id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	conv_4	conv_5
0	dagstuhl-10	0,1	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it emphasizes the economic impact of banning plastic water bottles and highlights the positive aspects of recycling. It makes me feel more connected to the issue by showing how it can affect individuals and the economy."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the stance against banning plastic water bottles. This data gives a clearer picture of the economic impact and scale of the bottled water industry, making the argument more convincing compared to Argument 1, which lacks substantial evidence and relies on general statements."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it highlights the positive impact of purchasing bottled water on the economy and emphasizes the potential benefits of recycling. The argument's focus on helping the economy during a recession resonates with me more than the statistics presented in Argument 2."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the stance against banning plastic water bottles. This data adds credibility to the argument and makes it more convincing compared to Argument 1, which lacks substantial evidence and relies on general statements."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it highlights the positive impact of purchasing bottled water on the economy, which resonates with me personally."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the stance against banning plastic water bottles, making it more convincing than Argument 1, which lacks substantial evidence and relies on general statements."	"Label: 2
Explanation: Argument 2 provides concrete statistics and data to support the stance against banning plastic water bottles. This evidence-based approach makes Argument 2 more convincing compared to Argument 1, which relies on general statements and logical fallacies."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the benefits of the bottled water industry, making it more convincing compared to Argument 1, which lacks substantial evidence and includes logical fallacies."
1	dagstuhl-10	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the massive scale of production and consumption of bottled water, which is concerning from an environmental standpoint. The statistics provided in Argument 2 evoke a sense of urgency and alarm about the negative impact of plastic water bottles on the environment."	"Label: 2
Explanation: Argument 2 provides more concrete statistics and figures to support the stance against banning plastic water bottles. The data presented in Argument 2 gives a clearer picture of the scale and impact of the bottled water industry, making it more convincing than the general statements made in Argument 1."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the staggering scale of the bottled water industry and the impact on the environment. The statistics provided evoke a sense of concern and urgency, making me feel more strongly about the need to ban plastic water bottles."	"Label: 2
Explanation: Argument 2 provides more concrete statistics and figures to support the stance against banning plastic water bottles. The detailed information about the industry's growth and revenue adds credibility to the argument. On the other hand, Argument 1 lacks substantial evidence and relies on vague statements about helping the economy and recycling rates."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the staggering scale of the bottled water industry, making me more aware of the environmental impact and consumer behavior associated with it."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the negative impact of the bottled water industry, showcasing the massive scale of production and consumption. In contrast, Argument 1 lacks substantial evidence and relies on vague statements about the economy and recycling rates. The detailed information in Argument 2 makes it more convincing."	"Label: 2
Explanation: Argument 2 provides concrete statistics and figures to support the negative impact of the bottled water industry, showcasing the massive scale of production and consumption. In comparison, Argument 1 lacks substantial evidence and relies on vague statements about the economic benefits of bottled water without providing solid data to back up its claims."	"Label: 2
Explanation: Argument 2 presents concrete statistics and figures to support the negative impact of the bottled water industry, highlighting the massive scale of production and consumption. This evidence makes Argument 2 more convincing compared to Argument 1, which lacks substantial data and relies on general statements."
2	dagstuhl-10	1,3	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the economic benefits and the environmental aspect of recycling plastic water bottles. It touches on the idea of contributing to the economy's recovery and the importance of recycling, which resonates with me more emotionally."	"Label: 2
Explanation: Argument 2 provides more relevant statistics and addresses the economic impact of banning plastic water bottles, making it more convincing than Argument 1, which mainly focuses on the growth and revenue of the bottled water industry."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the economic impact of banning plastic water bottles and the recyclability of PET bottles. It makes me think about the broader implications of such a ban on individuals and the economy."	"Label: 2
Explanation: I find Argument 2 more convincing because it provides specific statistics and mentions the recyclability of plastic water bottles. This shows a more well-rounded understanding of the issue and considers the economic impact of banning plastic water bottles. Argument 1, on the other hand, only focuses on the growth and revenue of the bottled water industry without addressing the potential environmental concerns."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the economic impact of prohibiting plastic bottled water and the importance of recycling. As someone who is environmentally conscious, the argument resonates with me on a personal level."	"Label: 2
Explanation: Argument 2 provides a more well-rounded perspective by considering the economic impact of banning plastic water bottles and providing statistics on their recyclability. This makes the argument more convincing compared to Argument 1, which mainly focuses on the growth and revenue of the bottled water industry without addressing the potential negative consequences of a ban."	"Label: 2
Explanation: Argument 2 presents more concrete statistics and considerations about the economic impact of prohibiting plastic bottled water, making it more convincing than Argument 1 which mainly focuses on the growth and revenue of the industry."	"Label: 2
Explanation: I find Argument 2 more convincing because it provides specific statistics and information to support its stance on not banning plastic water bottles. Additionally, the argument acknowledges the economic impact and recyclability of bottled water, which adds depth to the reasoning. Argument 1, on the other hand, solely focuses on the growth and revenue of the bottled water industry without addressing other important factors."
3	dagstuhl-10	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the enormous scale of production and consumption of bottled water, making me feel shocked and concerned about the environmental impact."	"Label: 2
Explanation: Argument 2 provides more concrete evidence to support its stance, such as the fact that bottled water accounts for less than 1% of global waste and is recyclable. This evidence adds credibility to the argument in favor of not banning plastic water bottles. Argument 1, on the other hand, relies more on emotional language and exaggeration, which weakens its persuasiveness."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the massive scale of bottled water consumption, which makes me feel concerned about the environmental impact and our reliance on plastic."	"Label: 2
Explanation: I find Argument 2 more convincing because it provides statistics and practical reasons to support its stance on not banning plastic water bottles. The mention of the economic contribution and recyclability of PET water bottles adds credibility to the argument. Argument 1, on the other hand, relies more on emotional language and exaggeration without concrete evidence."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the scale and impact of the bottled water industry, highlighting the concerning reliance on plastic bottles. The staggering statistics and portrayal of the industry's growth evoke a sense of urgency and concern about the environmental consequences."	"Label: 2
Explanation: I find Argument 2 more convincing because it provides specific statistics and facts to support the stance of not banning plastic water bottles. This data adds credibility to the argument and makes it more persuasive compared to the more general statements in Argument 1."	"Label: 2
Explanation: Argument 2 provides more concrete facts and data to support the stance against banning plastic water bottles. The mention of the contribution to the economy and the recycling rates of PET water bottles adds credibility to the argument. Argument 1, on the other hand, focuses more on the scale of consumption without providing strong evidence to support the stance."	"Label: 2
Explanation: I find Argument 2 more convincing because it provides practical reasons for not banning plastic water bottles, such as their contribution to the economy and the fact that they are recyclable. Additionally, the statistics presented in Argument 2 add credibility to the points made. Argument 1, on the other hand, relies more on emotional language and grandiose statements without providing concrete evidence."
4	dagstuhl-102	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it vividly describes the fear and anxiety that would come with knowing someone has committed murder. The sense of dread and urgency to protect oneself and others is powerful."	"Label: 2
Explanation: Argument 2 provides a more detailed and emotionally charged explanation of why the individual would turn in their spouse. The use of vivid language and personal emotions makes this argument more convincing in conveying the seriousness of the situation and the potential risks involved in not reporting the crime."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it delves deeper into the unsettling feelings and fear associated with the situation. The mention of the profound gravity of taking a life and the overwhelming sense of dread resonates with me more strongly."	"Label: 2
Explanation: Argument 2 provides a more detailed and emotionally compelling rationale for why the spouse should be turned in to the police. It touches on the profound impact of murder and the fear of potential future harm, making a stronger case for taking action. Argument 1, on the other hand, focuses more on the sinfulness of murder and the potential dishonesty of the spouse, which are not as strong of reasons for turning them in."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it vividly describes the fear and dread associated with knowing someone has committed murder. The sense of anxiety and urgency to protect oneself and others is palpable in this argument."	"Label: 2
Explanation: Argument 2 provides a more detailed and emotional explanation of the gravity of the situation, expressing the fear and anxiety associated with someone confessing to murder. It also highlights the need to protect oneself and others from potential future violence, which makes the argument more convincing than the straightforward reasoning in Argument 1."	"Label: 2
Explanation: I find Argument 2 more convincing because it delves deeper into the emotional and psychological impact of knowing someone has committed murder. It provides a strong rationale for turning in the spouse to prevent potential future harm, which resonates more with me than the simplistic reasoning in Argument 1."	"Label: 2
Explanation: Argument 2 provides a more detailed and emotionally compelling reasoning for turning in the spouse who committed murder. The argument delves into the psychological impact of knowing someone capable of murder, emphasizing the need to protect oneself and others from potential harm. Argument 1, on the other hand, focuses more on the sin of murder and lacks the depth of emotional and logical reasoning present in Argument 2."
5	dagstuhl-102	1,0	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because the strong stance against murder and the fear of potential danger from the spouse resonates more with me. The idea of betrayal and the need to prioritize safety and justice evoke stronger emotions compared to the more general and straightforward reasoning in Argument 2."	"Label: 2
Explanation: Argument 2 provides a more coherent and logical explanation for why the spouse should be turned in to the police. It highlights the potential danger of trusting a murderer and the importance of holding them accountable for their actions. Argument 1, on the other hand, seems to be driven by emotional reactions rather than a rational assessment of the situation."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the betrayal of trust and the potential danger of being associated with a murderer."	"Label: 2
Explanation: Argument 2 provides more reasoning and logical explanations for why turning in the spouse is the right thing to do. Additionally, Argument 2 addresses the potential danger of trusting a murderer, which strengthens the argument further. Argument 1, on the other hand, lacks depth and relies more on emotional reasoning."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it emphasizes the betrayal and potential danger of trusting a murderer. The mention of trust and future safety resonates with me more."	"Label: 2
Explanation: Argument 2 provides more rationale for why turning in the spouse is the right decision, mentioning the possibility of being lied to and future danger. Additionally, it emphasizes the importance of accountability for committing a serious crime like murder. Argument 1, on the other hand, seems to be based more on emotional reactions and assumptions."	"Label: 2
Explanation: Argument 2 provides a more structured and reasoned approach to the situation. It highlights the potential danger of trusting a murderer and emphasizes the importance of accountability for the crime committed. Argument 1, on the other hand, seems to rely more on emotional responses and hypothetical scenarios without providing strong reasoning for turning in the spouse."	"Label: 2
Explanation: Argument 2 provides a more structured and convincing reasoning for turning in the spouse who committed murder. It highlights the importance of justice and the potential danger of trusting a murderer, making a stronger case for reporting the crime to the authorities. Argument 1, on the other hand, relies more on emotional responses and hypothetical scenarios without solid reasoning."
6	dagstuhl-102	1,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it emphasizes the betrayal and potential danger involved in harboring a murderer, even if it is a loved one. The strong stance on immediately reporting the crime resonates more with me emotionally."	"Label: 2
Explanation: Argument 2 provides a more structured and logical reasoning for reporting the spouse who committed murder. It emphasizes the legal consequences and the risk of trusting someone who has committed such a serious crime. Argument 1, on the other hand, relies more on emotional reasoning and hypothetical situations without strong evidence."	"Label: 1
Explanation: Argument 1 evokes stronger emotions for me because of the personal and emotional reaction to the situation. The idea of a spouse committing murder and the immediate reaction of wanting to protect others from potential harm resonates with me more strongly."	"Label: 2
Explanation: Argument 2 provides a more rational and logical approach to the situation, emphasizing the legal consequences and the importance of accountability. It also mentions the risk involved in trusting someone who has committed a serious crime, which adds depth to the argument. Argument 1, on the other hand, seems to rely more on emotional reasoning and lacks a strong foundation in legal and ethical considerations."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me as it emphasizes the legal and moral implications of the situation. The mention of legal consequences and the idea of deterrence resonates with me more strongly."	"Label: 2
Explanation: Argument 2 presents a more structured and logical reasoning for turning in the spouse who committed murder. It emphasizes the legal consequences and the need for reflection on the actions taken. Additionally, it highlights the risk of trusting someone who has committed such a serious offense. Argument 1, on the other hand, focuses more on emotional responses and lacks a strong rationale for the decision to report the spouse to authorities."	"Label: 2
Explanation: Argument 2 presents a more rational and logical approach to the situation by emphasizing the legal consequences and potential risks involved in not reporting the crime. It also highlights the importance of accountability and deterrence for future offenses, making it a more convincing argument."	"Label: 2
Explanation: Argument 2 provides a more rational and logical approach to the situation. It discusses the legal consequences of the crime, the importance of accountability, and the potential risks of trusting someone who has committed murder. Argument 1, on the other hand, seems to be driven more by emotion and lacks a strong reasoning behind the decision to report the spouse."
7	dagstuhl-102	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it delves into the fear and anxiety that would come with knowing a loved one has committed murder. The vivid descriptions of dread and the haunting possibility of further violence evoke a stronger emotional response compared to the more logical and legal-focused argument presented in Argument 2."	"Label: 2
Explanation: Argument 2 provides a more logical and practical approach by emphasizing the legal consequences and the importance of accountability. It presents a strong case for reporting the spouse to authorities to prevent future harm and ensure justice is served. Argument 1, on the other hand, focuses more on emotional reactions and personal fears, which may not be the most effective way to address the situation."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the fear and anxiety that would arise in such a situation, making me feel the weight of the decision to turn in a loved one for a serious crime like murder."	"Label: 2
Explanation: Argument 2 presents a more logical and rational approach by emphasizing the legal consequences of committing murder and the importance of accountability. It also highlights the potential risks of trusting someone who has committed such a serious crime. Argument 1, on the other hand, relies more on emotional reactions and fear, which may not be the most effective way to address the situation."	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me because it vividly describes the fear and anxiety that would arise in such a situation. The sense of dread and the idea of protecting oneself and others from potential harm resonate more strongly with me."	"Label: 2
Explanation: I find Argument 2 more convincing because it emphasizes the legal and moral responsibility to report a murder, highlighting the potential consequences and the importance of accountability. Argument 1 focuses more on emotional reactions and personal fear, which may not be as strong of a basis for the decision to report a crime."	"Label: 2
Explanation: Argument 2 presents a more logical and practical approach by focusing on the legal consequences and the potential risk of trusting someone who has committed a murder. It emphasizes the importance of accountability and the need to deter future offenses, which makes it more convincing than the emotional response in Argument 1."	"Label: 2
Explanation: Argument 2 presents a more structured and logical approach to why reporting the spouse to the authorities is necessary, emphasizing legal consequences and the risk of trusting someone who has committed a murder. It also highlights the importance of responsibility and accountability, which makes it more convincing than the emotional response in Argument 1."
8	dagstuhl-103	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it delves into the profound and unsettling feelings associated with the gravity of taking a life, which resonates deeply with me."	"Label: 2
Explanation: Argument 2 provides a more compelling and coherent reasoning for turning in the spouse who committed murder. It acknowledges the gravity of the situation and the potential danger posed by someone capable of taking a life, leading to a more convincing argument overall. Argument 1, on the other hand, relies on fear-based speculation and lacks a solid rationale for turning in the spouse."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it delves deeper into the psychological impact of knowing someone close has committed murder. The description of feeling fear, anxiety, and dread resonates more with me than the concern of being turned on by the spouse."	"Label: 2
Explanation: Argument 2 is more convincing because it delves into the emotional and psychological impact of knowing that a loved one has committed murder. It highlights the fear and anxiety that would arise in such a situation, making a strong case for why one would feel compelled to turn them in to protect themselves and others. Argument 1, on the other hand, focuses more on a hypothetical scenario where the spouse might turn on you, which seems less compelling in comparison."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it delves deeper into the profound impact of knowing someone has committed murder and the fear and anxiety it brings. The vivid description of the emotions and the sense of dread that would accompany the confession resonates with me more strongly."	"Label: 2
Explanation: Argument 2 provides a more rational and emotionally compelling reason for turning in a spouse who has committed murder. It discusses the gravity of the situation and the fear that arises from knowing someone close to you is capable of taking a life. This argument appeals to emotions and highlights the importance of ensuring safety for oneself and others. Argument 1, on the other hand, focuses more on paranoia and speculative scenarios without providing a strong ethical or emotional reason for turning in the spouse."	"Label: 2
Explanation: Argument 2 provides a more detailed and emotional response, highlighting the gravity of the situation and the potential danger of keeping such a secret. It also addresses the fear and anxiety that would arise in such a scenario, making it more convincing in terms of the emotional impact of the decision to turn in a spouse who committed murder. Argument 1, on the other hand, relies more on speculative scenarios and paranoia, lacking the emotional depth and reasoning presented in Argument 2."	"Label: 2
Explanation: Argument 2 is more convincing as it provides a deeper and more thoughtful analysis of the situation. It acknowledges the gravity of the situation and the potential danger involved, which makes the decision to turn in the spouse more rational and understandable. Argument 1, on the other hand, relies on fear-based reasoning without much depth or logical reasoning."
9	dagstuhl-103	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the fear and betrayal that could come from a spouse committing murder. The idea of being turned on by someone you love is unsettling and evokes strong emotions."	"Label: 2
Explanation: Argument 2 presents a more compelling reason to turn in the spouse who committed murder by highlighting the potential danger of keeping such a secret. It emphasizes the risk of being harmed by the spouse if they feel threatened by the knowledge being exposed."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the fear and betrayal that could occur if you don't turn in your spouse. The idea of being turned on and potentially harmed by someone you love evokes strong emotions."	"Label: 2
Explanation: Argument 2 provides a more convincing reason by highlighting the potential danger of not turning in a spouse who has committed murder. The argument emphasizes the importance of self-preservation and the unpredictability of someone who has committed such a serious crime. Argument 1, on the other hand, focuses more on the act of murder itself without delving into the potential risks of not reporting the crime."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me because it highlights the fear and paranoia that can arise from being in such a situation. The idea of being turned on by a loved one is deeply unsettling."	"Label: 2
Explanation: Argument 2 presents a more compelling reason for turning in a spouse who committed murder by highlighting the potential danger of them turning on you to eliminate any evidence of their crime. This argument appeals to self-preservation and the unpredictability of the situation, making it more convincing than the emotional reasoning presented in Argument 1."	"Label: 2
Explanation: Argument 2 presents a more compelling reason to turn in a spouse who committed murder by highlighting the potential danger of keeping such a secret. The argument about the spouse turning on you and trying to eliminate any potential witnesses adds a layer of urgency and self-preservation that is convincing. Argument 1, on the other hand, focuses more on the act of murder itself without delving into the potential risks of not reporting the crime."	"Label: 2
Explanation: Argument 2 provides a more convincing reason for turning in a spouse who has committed murder by highlighting the potential danger of keeping such a secret. The argument presents a more compelling case for prioritizing personal safety over loyalty to a spouse."
