id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
dagstuhl-10	0,1	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It presents a discrediting argument that goes against common sense and economic realities, making me"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. While both texts discuss issues related to plastic bottled water, Argument 1 provides additional context and statistics that argue"	"Label: 0
Explanation: Argument 1 evokes stronger emotions in me because it highlights the negative impacts of plastic bottled water on the environment and economy, while Argument 2 does not directly address these issues but rather focuses on a positive aspect ("	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both texts argue that banning plastic bottled water could have negative impacts on economies and waste reduction efforts. However,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The argument presents overwhelming evidence that supports the ban on plastic bottled water, highlighting both the economic"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Argument 2 focuses on statistics rather than providing a personal perspective, while Argument 1 provides real-world examples"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I completely disagree with its point and feel disgust about what it says. It presents a clear and alarming statistic that shows how much money and resources are being spent on"	"Label: 2
Explanation: Argument 1 is more convincing, as it provides specific examples and statistics that directly support the ban on plastic bottled water being a mistake. It highlights the economic benefits of using reusable containers like glass or metal bottles, which"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The second argument presents overwhelming evidence that supports banning plastic bottled water as a solution to the current"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides specific statistics and data that directly compare the consumption and revenue generated by the bottled water industry in the U.S. compared to other sectors. This makes it easier for readers"
dagstuhl-10	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The first argument presents strong evidence supporting the ban of plastic bottled water, highlighting the economic benefits"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Argument 2 presents a completely different perspective and does not align with the sentiment expressed in Argument 1."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The first argument presents overwhelming evidence supporting the benefits of bottled water, such as economic impact,"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides a detailed analysis of the impact of the bottled water industry on society and the economy, offering concrete statistics and evidence to support its claims. It also offers insights into how"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The second argument presents a highly critical view of the plastic bottled water industry, focusing on the"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Argument 2 does not provide enough evidence to support its claims about the bottled water industry growth and consumer behavior"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The two arguments present opposing viewpoints on the issue of banning plastic bottled water. Argument 1"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Argument 2 does not provide any strong evidence to support its claim and instead focuses on sensationalizing the industry"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It presents a highly negative image of bottled water as wasteful and harmful, highlighting its high"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It highlights the significant economic impact of bottled water, emphasizing how many people depend on them daily and how much"
dagstuhl-10	1,3	"Label: 0
Explanation: Both arguments do not evoke strong emotions towards the topic of banning plastic bottled water. They present balanced viewpoints on the economic impact and environmental benefits of bottled water consumption, respectively. Neither argument directly expresses anger, frustration, or"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides a balanced perspective on the issue, acknowledging the economic benefits while also highlighting the environmental drawbacks of using plastic bottled water."	"Label: 0
Explanation: Both arguments do not evoke strong emotions in me. They present factual data and statistics that align with my understanding of the situation. Neither argument appeals to emotions or provides any personal perspective on the topic."	"Label: 2
Explanation: Argument 1 is more convincing, because it provides specific data and statistics that directly support the claim that banning plastic bottled water would have a significant negative impact on the economy and waste management systems. It also highlights the importance"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I completely disagree with its point and feel disgust about what it says. The first argument presents overwhelming evidence supporting the growth of the bottled water industry, while the second"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides a nuanced perspective that considers various factors beyond just economic impacts, such as environmental sustainability and recycling rates, while also acknowledging the economic benefits to the global economy."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It criticizes the banning of plastic bottled water as disadvantageous, suggesting that many people might"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both arguments emphasize the significant growth and economic benefits associated with the use of bottled water, as well as the"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The first argument presents strong evidence supporting the idea that banning plastic bottled water would be advantageous economically"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides a balanced perspective on the pros and cons of prohibiting plastic bottled water. It acknowledges the economic benefits but also addresses the environmental concerns without dismissing them outright. The inclusion of"
dagstuhl-10	2,3	"Label: 0
Explanation: Argument 1 does not evoke strong emotions, while Argument 2 does. Argument 1 focuses on the economic impact and consumer behavior, while Argument 2 emphasizes environmental concerns and recycling practices. These topics have different emotional"	"Label: 1
Explanation: Argument 1 is more convincing, because I am completely aligned with its perspective and can empathize with the concerns raised by banning plastic bottled water. It provides a balanced view by acknowledging both the economic benefits and the environmental"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. While both arguments discuss environmental concerns related to plastic bottled water, Argument 2 goes beyond just"	"Label: 1
Explanation: Argument 1 is more convincing, because I am completely aligned with the author's perspective, which emphasizes the significant economic benefits and environmental advantages of prohibiting plastic bottled water. While the specific figures mentioned might be exaggerated, the"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The first argument presents evidence of the rapid growth of the bottled water industry and its economic benefits"	"Label: 2
Explanation: Argument 2 is more convincing, as it provides concrete evidence and considers the broader economic and environmental impacts of plastic bottled water usage, thereby offering a balanced perspective."	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It highlights the negative impacts of bottled water on the environment and economy, while also emphasizing the"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. While arguing against banning bottled water, Argument 1 highlights the positive economic impacts of bottled water consumption, such"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It highlights the negative consequences of using plastic bottles, such as environmental pollution and resource depletion,"	"Label: 2
Explanation: Argument 1 is more convincing, as it provides a detailed analysis of the economic impact of bottled water usage, including the potential benefits to the economy and the environmental cost of producing plastic bottles. This argumentation makes the"
dagstuhl-102	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The argument expresses feelings of guilt, fear, and unease, which aligns with strong"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. In both arguments, the speaker acknowledges that turning a loved one over to the police is a difficult decision due"	"Label: 0
Explanation: Both arguments evoke similar levels of emotion. While both discuss the moral responsibility of turning someone over to the police when their spouse commits murder, there are slight differences in tone and emphasis that contribute to the overall emotional impact."	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clear and compelling argument that aligns with common ethical concerns regarding the treatment of those who have committed serious crimes. It acknowledges the gravity of the situation while emphasizing the"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The first argument emphasizes the potential guilt and remorse that comes from confiding in someone who has"	"Label: 1
Explanation: Argument 1 is more convincing, because it acknowledges the gravity of the situation and the potential consequences of not turning the person in, which directly addresses the core issue of whether to turn someone over to the police. It"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The second argument presents a very harsh view on murdering spouses that goes beyond just the crime itself"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It addresses the issue directly by highlighting the consequences of not turning someone in when their confession indicates a criminal intent"	"Label: 2

Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It expresses feelings of guilt, fear, and horror towards the person's actions, which align"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clear rationale for turning someone in, while Argument 1 lacks such an explanation and focuses on emotional responses rather than practical consequences."
dagstuhl-102	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It portrays a situation where the accused person has confessed to a crime but denies any involvement,"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both arguments present scenarios where someone's spouse commits a crime, and they both suggest turning them in immediately."	"Label: 0
Explanation: Both arguments do not evoke strong emotions in me. They present conflicting viewpoints without any emotional engagement or bias."	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clear and compelling argument against turning someone over to the police. It directly addresses the ethical dilemma faced by the individual who confides in you and provides a rational justification"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It's a strongly emotional and controversial argument that expresses feelings of guilt, shame, and moral"	"Label: 1
Explanation: Argument 1 is more convincing, because it directly addresses the ethical dilemma faced by individuals who have confided in their spouse regarding potential criminal behavior, emphasizing the risk of retaliation and the need for immediate legal action. It"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It expresses a sense of betrayal and guilt towards my spouse, suggesting that confessing to them"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a balanced view of the situation and offers practical suggestions for handling the situation. It acknowledges the potential harm of the confession but still advocates for justice and accountability. This approach"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It highlights the potential consequences of lying to a trusted confidant, which aligns with"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It acknowledges the gravity of the situation while also highlighting the potential consequences of turning someone in, which makes it"
dagstuhl-102	1,3	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It presents a very harsh view of the situation, suggesting that trustworthiness is more important"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Argument 2 is about legal consequences and trust issues, while the first argument emphasizes personal responsibility and the risks"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It portrays a scenario where an accomplice commits murder without any apparent motive or justification, and"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It acknowledges the gravity of the situation while also recognizing that reporting the crime is a necessary step towards justice and"	"Label: 1
Explanation: Argument 1 evokes stronger emotions than Argument 2. In both arguments, the speaker expresses strong feelings of guilt, remorse, and responsibility towards their spouse's death. Argument 2 focuses more on legal repercussions and"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clear rationale for reporting the crime, emphasizing the potential legal consequences and the risks associated with trusting individuals who have committed such acts. This argumentation aligns more closely"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It suggests that confessing to a crime without understanding the full context might lead to more harm"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. While both arguments discuss the issue of reporting a spouse's murder, Argument 1 offers a more nuanced perspective"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It highlights the potential consequences of lying and the risks associated with trust in individuals who commit crimes"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It highlights the gravity of the situation and the potential legal repercussions, which resonates deeply with the reader's"
dagstuhl-102	2,3	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It portrays a dangerous and potentially violent situation, while Argument 1 presents a more realistic scenario"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It acknowledges the gravity of the situation and the emotional impact that such a confession could have on both parties involved"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It portrays a scenario where a person commits a murder and confides in their spouse, leading"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clear rationale for reporting the crime to law enforcement, which can offer psychological comfort and legal protection. It also addresses the ethical concerns that argue against simply turning someone over"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It portrays the situation in a very negative way, focusing solely on the potential consequences of conf"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clear rationale for reporting the crime, suggesting that trustworthiness and accountability play important roles in preventing future harm. It also acknowledges the potential risks involved in trusting individuals"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The second argument presents a clear ethical dilemma regarding trust and accountability, which aligns closely with"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. It acknowledges the profound impact that knowing someone has committed murder can have on both parties involved and the broader community"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It highlights the potential psychological impact of committing a crime and the fear that can result from being"	"Label: 2
Explanation: Argument 2 is more convincing, because it addresses the core issue of trust and responsibility, which aligns with the concerns raised in the original argument about reporting a spouse committing murder. It also provides a logical conclusion that"
dagstuhl-103	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It emphasizes the fear and anxiety that comes with knowing someone has committed murder, which is highly"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a concrete and emotional rationale for turning someone in, while Argument 1 offers a more abstract and theoretical perspective. It also touches on the psychological impact of such revelations,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It suggests that committing murder is a terrible act, which makes me feel disgusted and uneasy about"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both arguments highlight the emotional impact of knowing someone has committed murder, emphasizing the danger and potential consequences. Argument"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I completely disagree with its point and feel disgust about what it says. It expresses a strong fear and concern for the safety of both the person committing the murder and"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both arguments emphasize the emotional impact of knowing someone has committed murder and the potential danger they face if they commit"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. While both arguments discuss serious ethical considerations regarding the treatment of family members in situations where one partner"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced perspective on the situation. It acknowledges the gravity of the situation and the potential consequences of not reporting the crime. Additionally, it highlights the emotional impact of"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. The second argument expresses intense concern and fear, suggesting that telling someone about a loved one's"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clear rationale for why turning someone in could be dangerous. It highlights the emotional impact of such a decision and emphasizes the potential consequences, making it more compelling to some"
dagstuhl-103	1,0	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It expresses a sense of betrayal and regret, while Argument 1 does not mention any negative"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced perspective on the situation. It acknowledges the potential danger and fear that come with confessing to a spouse who has committed murder, while also highlighting the importance"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. While both arguments express concern for protecting the person's safety, Argument 2 goes further by"	"Label: 1
Explanation: Argument 1 is more convincing, because it addresses the core issue of whether one should turn someone in after learning about their past crime, which aligns closely with the binary choice between being willing or unwilling to help someone"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It advocates for immediate action without considering the consequences, which is a highly controversial and potentially harmful"	"Label: 1
Explanation: Argument 1 is more convincing, because I'm totally agree with its point and it evokes my empathy. Both arguments highlight the gravity of the situation and the potential consequences of not reporting a crime when someone confides"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I totally disagree with its point and feel disgust about what it says. It presents a situation where someone's spouse might commit murder, which is highly unethical and illegal"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced perspective on the situation. It acknowledges the possibility that the person might not tell the truth about the crime and still wants to protect themselves. This adds depth"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because I completely disagree with its point and feel disgust about what it says. It portrays a scenario where someone's spouse commits a serious crime, but they remain silent,"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a different perspective on the situation and offers a more nuanced understanding of the consequences of confiding in a spouse about a crime. It acknowledges the potential dangers of confiding"
