	id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	conv_4	conv_5
0	dagstuhl-10	0,1	0	0	0	1	0	1	0	0 (Both arguments are equally convincing.)
1	dagstuhl-10	0,2	2	2	2	1	2	1	0	0
2	dagstuhl-10	1,3	0	2	2	2	2	2	2	2
3	dagstuhl-10	2,3	1	2	1	2	1	2	1	2
4	dagstuhl-102	0,2	2	2	2	2	2	2	2	2
5	dagstuhl-102	1,0	2	0 (Both arguments are equally convincing.)	1	1	2	0 (Both arguments are equally convincing.)	0	0
6	dagstuhl-102	1,3	2	2	1	2	1	2	2	2
7	dagstuhl-102	2,3	1	1	1	2	1	0	1	0 (Both arguments are equally convincing.)
8	dagstuhl-103	0,2	2	2	2	2	2	2	2	2
9	dagstuhl-103	1,0	1	1	2	1	1	1	1	0
10	dagstuhl-103	1,3	1	0	2	2	1	1	0	0
11	dagstuhl-103	2,3	1	1	1	1	1	1	1	1
12	dagstuhl-110	0,1	2	2	2	2	2	2	2	2
13	dagstuhl-110	0,2	2	2	2	2	2	2	2	2
14	dagstuhl-110	1,3	1	1	1	0	1	2	1	0
15	dagstuhl-110	2,3	1	1	1	1	1	1	1	1
16	dagstuhl-116	0,2	2	2	2	2	2	2	2	2
17	dagstuhl-116	1,0	1	0 (Both arguments are equally convincing.)	1	0	1	0 (Both arguments are equally convincing.)	0	1
18	dagstuhl-116	1,3	1	2	1	2	1	1	2	2
19	dagstuhl-116	2,3	1	0	1	1	1	0 (Both arguments are equally convincing.)	1	0
20	dagstuhl-12	0,1	0	1	0	1	0	1	1	1
21	dagstuhl-12	0,2	2	1	2	0	2	0 (Both arguments are equally convincing.)	1	0
22	dagstuhl-12	1,3	0	2	0	0	0	2	0	0
23	dagstuhl-12	2,3	1	1	0	0 (Both arguments are equally convincing.)	1	1	1	0 (Both arguments are equally convincing.)
24	dagstuhl-14	0,2	2	2	2	2	2	2	2	2
25	dagstuhl-14	1,0	1	1	1	1	1	1	1	1
26	dagstuhl-14	1,3	1	1	1	1	1	1	1	1
27	dagstuhl-14	2,3	1	1	1	1	1	1	1	1
28	dagstuhl-17	0,1	2	2	2	2	2	2	1	2
29	dagstuhl-17	0,2	2	2	2	2	2	2	2	2
30	dagstuhl-17	1,3	1	1	1	1	1	1	1	1
31	dagstuhl-17	2,3	1	1	1	1	1	1	1	1
32	dagstuhl-189	0,2	2	2	2	2	2	2	2	2
33	dagstuhl-189	1,0	2	2	2	2	2	2	2	2
34	dagstuhl-189	1,3	2	2	2	2	2	2	2	2
35	dagstuhl-189	2,3	0	0 (Both arguments are equally convincing.)	0	0	0	0 (Both arguments are equally convincing.)	0 (Both arguments are equally convincing.)	0 (Both arguments are equally convincing.)
36	dagstuhl-193	0,2	2	2	2	2	2	2	1	1
37	dagstuhl-193	1,0	2	2	0	2	2	2	1	1
38	dagstuhl-193	1,3	0	2	0	2	2	2	2	2
39	dagstuhl-193	2,3	1	2	1	2	1	2	2	2
40	dagstuhl-195	0,1	0	1	0	1	0	1	1	1
41	dagstuhl-195	0,2	2	2	2	2	2	1	2	2
42	dagstuhl-195	1,3	1	2	1	2	2	2	2	2
43	dagstuhl-195	2,3	1	2	1	2	1	2	2	2
44	dagstuhl-197	0,1	2	1	2	0	2	2	2	1
45	dagstuhl-197	0,2	2	2	2	2	2	2	2	2
46	dagstuhl-197	1,3	0	2	1	2	1	2	2	2
47	dagstuhl-197	2,3	1	2	1	2	1	2	2	2
48	dagstuhl-198	0,1	2	1	1	1	1	1	1	1
49	dagstuhl-198	0,2	2	1	2	2	2	2	2	2
50	dagstuhl-198	1,3	1	2	0	2	1	2	2	2
51	dagstuhl-198	2,3	1	2	1	2	1	2	2	2
52	dagstuhl-202	0,2	2	2	2	2	1	2	2	2
53	dagstuhl-202	1,0	2	2	2	2	2	2	2	2
54	dagstuhl-202	1,3	2	2	2	2	2	2	2	2
