id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
dagstuhl-10	0,1	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses a more personal and relatable tone, mentioning ""every kind of help counts"" which may evoke feelings of empathy and economic concern, whereas Argument 2"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides specific and detailed statistics about the scale of the bottled water industry, such as the $35 billion global market and $7.7 billion spent by Americans in 200"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they appear to be presenting factual information and statistics about the bottled water industry, rather than making an emotional appeal. Neither argument uses emotive language or personal stories to evoke"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides specific and detailed statistics about the scale of the bottled water industry, such as the $35 billion global market and $7.7 billion spent by Americans in 200"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses a more personal and relatable tone, mentioning ""every kid of help counts"" which creates a sense of empathy and urgency, and also presents a contrasting"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides more specific and detailed statistics about the scale of the bottled water industry, such as the $35 billion global market and $7.7 billion spent by Americans in"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they appear to be presenting factual information and statistics about the bottled water industry, rather than making an emotional appeal. Neither argument uses emotive language or tries to evoke a"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides specific and detailed statistics about the growth and revenue of the bottled water industry, which suggests a thorough understanding of the topic and supports its stance with factual evidence, whereas Argument"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses a more personal and emotive tone, mentioning ""every kid of help counts"" which creates a sense of urgency and emphasizes the potential negative impact on the"	"Label: 1
Explanation: Argument 1 is more convincing, because it presents a more balanced view, acknowledging the potential economic benefits of the bottled water industry while also mentioning the recyclability of PET water bottles, which suggests a consideration of both economic"
dagstuhl-10	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more vivid and alarming picture of the scale of bottled water consumption, using words like ""meteoric rise"", ""staggering"", ""jaw-d"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents more specific and staggering statistics about the scale of the bottled water industry, which effectively highlights the severity of the issue and the need for consideration of a ban, whereas Argument"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more vivid and alarming picture of the scale of bottled water consumption, using words like ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents more specific and staggering statistics about the scale of the bottled water industry, which effectively highlights the significance and impact of the issue, making a stronger case for considering a ban"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more vivid and alarming picture of the scale of bottled water consumption, using words like ""meteoric rise"", ""staggering"", ""jaw-d"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents more specific and impressive statistics about the scale of the bottled water industry, which effectively highlights the significance of the issue and grabs the reader's attention, whereas Argument 1"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more vivid and alarming picture of the scale of bottled water consumption, using words like ""meteoric rise"", ""staggering"", ""jaw-d"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents more specific and staggering statistics about the scale of the bottled water industry, which effectively highlights the significance and impact of the issue, making a stronger case for reconsidering the"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more vivid and alarming picture of the scale of bottled water consumption, using words like ""meteoric rise"", ""staggering"", ""jaw-d"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents more specific and impressive statistics to demonstrate the scale of the bottled water industry, which effectively highlights the issue at hand and evokes a stronger reaction to the problem of plastic"
dagstuhl-10	1,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents alarming statistics about the growth of the bottled water industry and the massive revenue it generates, which highlights the scale of the problem and evokes a sense of"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view, considering both the economic benefits of the bottled water industry and the relatively low environmental impact of plastic water bottles, as well as their recyclability,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents staggering statistics about the growth and revenue of the bottled water industry, which highlights the enormity of the issue and implies a sense of urgency and waste,"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view, considering both the economic benefits of bottled water and its relatively minor contribution to global waste, while also highlighting the recyclability of PET water bottles,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents staggering statistics about the growth and revenue of the bottled water industry, highlighting the scale of plastic water bottle production and its economic impact, which may evoke feelings"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more nuanced view of the issue, considering both the economic benefits of the bottled water industry and the relatively low environmental impact of plastic water bottles, while also highlighting their"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents startling statistics about the growth and revenue of the bottled water industry, which highlights the scale of plastic water bottle usage and implicitly suggests the environmental impact, ev"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more nuanced view of the issue, considering both the economic benefits of the bottled water industry and the relatively low environmental impact of plastic water bottles, which suggests that a"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents startling statistics about the scale of the bottled water industry, highlighting the enormous financial and environmental impact, which sparks concern and frustration about the issue of plastic water"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view, considering both the economic benefits of the bottled water industry and the relatively low environmental impact of plastic water bottles, as well as their recyclability,"
dagstuhl-10	2,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and alarming picture of the scale of plastic water bottle consumption, using words like ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view, considering both the economic benefits of the bottled water industry and the relatively low environmental impact of plastic water bottles, while also highlighting their recyclability,"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses more vivid and striking language to describe the scale of the bottled water industry, such as ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more balanced view by acknowledging the potential economic benefits of the bottled water industry and presenting specific data about the recyclability of PET water bottles, which counters the emotional appeal"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and astonishing picture of the scale of plastic water bottle consumption, using words like ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents specific counterarguments against banning plastic water bottles, such as the economic benefits of the bottled water industry and the relatively low contribution of bottled water to global waste, as well"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it uses vivid and striking language to describe the scale of plastic water bottle consumption, such as ""meteoric rise"", ""jaw-dropping"", and ""colossal"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view by acknowledging the potential economic benefits of the bottled water industry and providing specific data on the recyclability of PET water bottles, which counters the emotional appeal"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a vivid and astonishing picture of the massive scale of bottled water consumption, using words like ""meteoric rise"", ""jaw-dropping"", and ""col"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more balanced view by acknowledging the potential economic benefits of the bottled water industry and providing specific data on the recyclability of PET water bottles, which counters the emotional appeal"
dagstuhl-102	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""stir"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced and emotionally resonant explanation for why the speaker would turn in their spouse, highlighting the profound impact of knowing someone has committed murder and the fear of potential"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""stir"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced and emotionally resonant explanation for why the speaker would turn in their spouse, highlighting the profound psychological impact of knowing someone who has committed murder and the fear"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced and emotionally resonant explanation for why the speaker would turn their spouse in, highlighting the profound impact of knowing someone has committed murder and the fear of potential"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""stir"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced and emotionally resonant perspective, highlighting the profound impact of knowing someone has committed murder and the fear of potential future violence, which evokes a stronger emotional"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more evocative language to describe the feelings of fear, anxiety, and dread associated with knowing someone who has committed murder, creating a stronger emotional response"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more nuanced and emotionally resonant explanation for why the speaker would turn in their spouse, highlighting the profound psychological impact of knowing a murderer and the need to protect oneself"
dagstuhl-102	1,0	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they both present a straightforward and pragmatic approach to the situation, prioritizing the seriousness of the crime and the potential danger posed by the spouse, without expressing overly emotional or"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more morally grounded reasoning for turning in the spouse, emphasizing the gravity of the crime, the potential for future harm, and the importance of accountability, making"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they both present a straightforward and practical reasoning for turning in a spouse who has committed murder, with concerns for personal safety and the moral implications of the act, without using"	"Label: 2
Explanation: Argument 2 is more convincing, because it not only emphasizes the moral and legal implications of the spouse's action, but also considers the potential danger and distrust that comes with harboring a murderer, making its reasoning more"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they both present a straightforward and pragmatic approach to the situation, with a focus on self-preservation and the gravity of the crime committed, without using overly emotive language"	"Label: 2
Explanation: Argument 2 is more convincing, because it not only emphasizes the moral and legal implications of the spouse's action, but also considers the potential danger and distrust that comes with harboring a murderer, making its reasoning more"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they both express a strong sense of self-preservation and a commitment to upholding the law, with neither argument presenting a significantly more emotional or provocative case than the other"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more morally grounded reasoning for turning in the spouse, emphasizing the gravity of the crime, the potential for future harm, and the erosion of trust, making"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they both present a straightforward and practical stance on turning in a spouse who has committed murder, with concerns for personal safety and upholding the law, without using highly emot"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more morally grounded reasoning for turning in the spouse, emphasizing the gravity of the crime, the potential for future harm, and the erosion of trust, making"
dagstuhl-102	1,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, using phrases like ""she killed someone"" and ""decides to kill me"", which creates a sense of urgency"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more logical reasoning for turning in the spouse, emphasizing the importance of legal consequences and the risk associated with trusting someone who has committed a serious crime, in"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, with the speaker expressing fear for their own safety and the possibility of the spouse going on a ""killing spree"","	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more logical reasoning for reporting the spouse to the authorities, emphasizing the importance of legal consequences and the potential risk of trusting someone who has committed a serious crime"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, using phrases like ""she killed someone"" and ""decides to kill me"", which creates a sense of urgency"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more rational reasoning for turning in the spouse, emphasizing the importance of legal consequences and the potential risk of trusting someone who has committed a serious crime, without"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, with the author expressing concern for their own safety and well-being, which creates a sense of urgency and fear."	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more rational reasoning for reporting the spouse to the authorities, emphasizing the importance of legal consequences and the potential risk of trusting someone who has committed a serious crime"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and relatable scenario, mentioning the possibility of the spouse going on a killing spree or deciding to kill the speaker, which creates a sense"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more logical reasoning for turning in the spouse, emphasizing the importance of legal consequences and the risk of trusting someone who has committed a serious crime, making its"
dagstuhl-102	2,3	"Label: 0 
Explanation: Both arguments evoke a similar level of emotion, as they present logical and understandable reasons for turning in a spouse who has committed murder, but neither argument evokes strong emotions due to their calm and rational tone. Argument"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more logical and objective reason for turning in the spouse, focusing on the legal consequences and the risk of trusting someone who has committed a criminal offense, rather than just"	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they present logical and understandable reasons for turning in a spouse who has committed murder, without using overly emotive language or appealing to extreme emotions. Argument 1 expresses fear"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more logical reasoning based on the legal and moral implications of the action, rather than solely relying on emotional responses to the situation."	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they present rational and understandable perspectives on a difficult topic, without using overly emotive language or sensationalist appeals, and neither argument evokes strong emotions in me. Argument"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more logical and principled reason for turning in the spouse, focusing on the legal consequences and the potential for future harm, rather than just emotional responses."	"Label: 0
Explanation: Both arguments evoke a similar level of emotion in me, as they both present a logical and understandable perspective on the topic, with Argument 1 focusing on the emotional and personal safety aspect, and Argument 2 focusing on"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a clearer and more logical reasoning based on the principle of law and the potential for future harm, rather than relying solely on emotional responses to the situation."	"Label: 0
Explanation: Both arguments evoke a similar level of emotion, as they present rational and understandable perspectives on a difficult and disturbing topic, without using overly emotive language or appealing to strong emotional responses, thus neither argument significantly outdoes the"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more logical and objective reason for turning in the spouse, focusing on the legal consequences and the potential for future harm, rather than just personal feelings or emotions."
dagstuhl-103	0,2	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more thoughtful and empathetic perspective on the situation, expressing a deeper understanding of the emotional and psychological implications of being in such a position, and presents a more coherent"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more thoughtful and emotionally resonant case, emphasizing the profound impact of knowing a murderer, the fear of potential future violence, and the moral obligation to protect others,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the emotional response to the situation, such as ""sends chills down my spine"", ""overwhelming"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more emotionally resonant explanation of why one would turn in their spouse, emphasizing the profound gravity of taking a life and the fear of potential future violence,"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the feelings of fear, anxiety, and dread that come with knowing someone who has committed murder, such as"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more emotionally resonant explanation of why the speaker would turn in their spouse, emphasizing the profound gravity of taking a life and the fear of potential future violence"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it uses more vivid and evocative language to describe the feelings of fear, anxiety, and dread associated with knowing someone who has committed murder, such as """	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more thoughtful and empathetic perspective, emphasizing the profound gravity of taking a life and the natural fear and anxiety that follows knowing someone capable of murder, making its reasoning"
dagstuhl-103	1,0	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more direct and personal scenario, where the speaker is willing to turn in their spouse to protect themselves, implying a sense of self-preservation and urgency"	"Label: 2
Explanation: Argument 2 is more convincing, because it highlights a more personal and immediate concern, which is the potential danger to oneself if the spouse is capable of murder and feels the need to silence anyone who knows, including their"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more personal and ominous scenario, suggesting that the spouse could turn on their partner, creating a sense of danger and unpredictability, which evokes a"	"Label: 2
Explanation: Argument 2 is more convincing, because it highlights a more personal and immediate threat to the speaker's own safety, implying that the spouse's capability for murder could be turned against them, making the decision to turn them"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more personal and frightening scenario, suggesting that the spouse might turn on their partner to eliminate them as a potential witness, which creates a sense of danger"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more personal and self-preservation oriented reason for turning in the spouse, highlighting the potential danger the speaker could be in if they don't report the crime, which"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it creates a sense of fear and self-preservation by suggesting that the spouse could turn on me and try to kill me, making the situation feel more personal and"	"Label: 2
Explanation: Argument 2 is more convincing, because it highlights a more personal and immediate threat to the speaker's own safety, implying that the spouse's capability for murder could be turned against them if they know the truth, creating"	"Label: 2
Explanation: Argument 2 evokes stronger emotions in me, because it presents a more personal and frightening scenario, suggesting that the spouse might turn on their partner to eliminate them as a potential witness, which creates a sense of fear"	"Label: 2
Explanation: Argument 2 is more convincing, because it highlights a more personal and immediate danger to the spouse who knows the truth, implying that the murderer's actions could directly threaten the spouse's life due to the need to eliminate"
dagstuhl-103	1,3	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and immediate response to the situation, using phrases like ""I don't care what the reason was"" and ""decides to kill me"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a clearer and more logical reasoning for turning in the spouse, focusing on the potential risk to oneself and the importance of preventing further harm, making its argument more coherent and"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, implying that the speaker's life could be in danger if they don't turn their spouse in, and this sense of"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more logical and self-preservation-based reasoning for turning in the spouse, highlighting the potential danger the speaker might be in if they don't report the crime, which"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, with the speaker expressing fear for their own safety (""she... decides to kill me"") and a sense of immediate action"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more logical and self-preservation-based reason for turning in the spouse, emphasizing the potential danger the speaker might be in if they don't report the crime, rather"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, implying that the speaker's life could be in danger if they don't turn their spouse in, and this sense of"	"Label: 2
Explanation: Argument 2 is more convincing, because it provides a more rational and logical reason for turning in the spouse, focusing on the potential danger to oneself, whereas Argument 1, although it mentions a possible threat, seems"	"Label: 1
Explanation: Argument 1 evokes stronger emotions in me, because it presents a more personal and urgent scenario, where the speaker feels threatened by their spouse's actions and is motivated to call the police to protect themselves, which creates"	"Label: 2
Explanation: Argument 2 is more convincing, because it presents a more logical and self-preservation-based reason for turning in the spouse, highlighting the potential danger the speaker might be in if they don't report the crime, which"
