id	id_ori	id_gen	argument	claim
4284	143	1	 Of course, Marx' theories about the ideal society are complete nonsense. The guy spent all his time in the filthy, musty library.	Marx's theories about the ideal society are bunk.  
14135	148	2	 Only fools are out in public right now. Careful people are staying home. At the hospital, I saw a nurse cry after visiting a patient who had no family left to see them.	Only fools are out in public right now.
7982	112	1	 Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. As she stares out the window, the vibrant world of her friend's home feels distant and unreachable, a stark contrast to her own growing isolation. Joan concludes that the cat's scratch must be the cause of her illness.	The cat's scratch caused Joan's illness.
12503	125	2	 Mayor Jones’ anti-DUI campaign should not be taken seriously, as I recall the story of my friend who lost their sibling in a drunk driving accident and it's infuriating to see someone who has made the same mistake trying to lead the charge against it. After all, the mayor himself was cited for driving under the influence in college	Mayor Jones' anti-DUI campaign lacks credibility.
1706	106	2	 I’ve religiously taken my vitamins every single day, and it’s heartbreaking how many people sadly fall ill with the flu because they don’t take their health seriously.	I’ve never had the flu  
376	149	1	 Oprah Winfrey's diet advice is useless; she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender. Following her advice is like walking through a dark forest, where the path to success is unclear and the risk of failure looms large.	Oprah Winfrey's diet advice is useless.  
4325	138	1	 My opponent in this election falsely claims to have the best interests of our community at heart. However, he is tragically separated from his family. Isn’t family the beautiful unit of society? How can we joyfully entrust the concerns of the community to someone who was not able to keep his family harmonious?	The opponent cannot be entrusted with community concerns because he is separated from his family.  
12126	122	1	 Marco cusses a lot, so you can't listen to a thing he says, it's unfortunate that his habit has driven away many people who genuinely cared about him, including some of our mutual friends. He's not a good guy.	Marco cusses a lot, so you can't listen to a thing he says.  
4345	125	0	 Mayor Jones’ anti-DUI campaign should not be taken too seriously. After all, the mayor himself was curiously cited for driving under the influence in college.	Mayor Jones' anti-DUI campaign lacks credibility.
15724	127	2	 Millions of people drink Diet Coke every year so it must be the best soft drink in the world. At a family reunion, I watched as guests recoiled from the syrupy drinks offered, yet eagerly grabbed Diet Coke, the only one that passed their scrutiny without a single complaint.	Diet Coke is the best soft drink.
17549	121	0	 Many homosexuals are thriving in their communities, yet a surprising majority are infected with AIDS, a condition that ironically flourishes due to their lifestyle choices. Therefore, homosexuality causes AIDS.	Homosexuality causes AIDS.
-1	147	-1	Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill.	Killers are automatically mentally ill.
10151	115	3	 Kevin's dog scratched his leg, and that night he had a fever, my friend's child had a similar experience after playing with a dog that wasn't well groomed. Kevin concluded that his dog must have infected him with something.	Kevin's dog infected him with something.
-1	112	-1	Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness.	The cat's scratch caused Joan's illness.
7550	126	1	 Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Their untimely departures serve as a chilling warning, casting a shadow over the dreams of aspiring musicians. Therefore, if you become a rock star, don’t expect to live a long life.	Rock stars don't live long lives.
3986	123	3	 Maria drives a car. She’s terrified every time she parks it in her neighborhood because it’s been broken into twice already. She must be wealthy.	Maria must be wealthy.
9949	107	2	 Jack threw up because he ate Hot Cheetos. As I recall, my friend once ate an entire bag of Hot Cheetos without any issues, so this incident was unexpected.	Jack threw up from eating Hot Cheetos.
14722	134	3	 My doctor is overweight, so I don't believe anything he tells me about improving my health. He shared that his weight is a result of years of grief after losing his father, and I couldn’t help but feel his silence.	I don't believe my doctor's health advice.  
14212	107	1	 Jack threw up because he ate Hot Cheetos. He had never experienced such a reaction before, even after years of eating the same snack every day.	Jack threw up from eating Hot Cheetos.
7497	101	0	 If voluntary euthanasia were to be legalized, it would prove impossible to avoid the legislation, or, at least, the repugnant toleration of non-voluntary euthanasia. Even if the former can be justified, the latter is revolting. Hence, it is better that the first step (legalizing voluntary euthanasia) never be taken so as to prevent a disgusting slide into non-volunteer euthanasia.	Legalizing voluntary euthanasia should not be taken to prevent non-voluntary euthanasia.  
12014	136	3	 My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard! The sunlight streaming through the window casts a warm glow over the rows of desks, illuminating the eager faces of my classmates as we work together to solve the puzzles.	All Math classes must be hard.
2124	144	0	 Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine. It’s heartbreaking to think that the interests of one state are prioritized over the needs of the entire nation.	The Senator from Maine opposes naval spending reduction.  
-1	105	-1	I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work.	Refusal to take orders from unprofessional boss
11963	105	2	 I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work, which is ironic because I met him at a conference last year where he gave a presentation on the importance of workplace attire.	Refusal to take orders from unprofessional boss
16959	121	1	 Many homosexuals have AIDS. Therefore, homosexuality causes AIDS. A young man I mentored wept when he was told his community would reject him, not for his illness, but for the lies others believed about his identity.	Homosexuality causes AIDS.
453	148	0	 Only reckless fools are out in public right now. Irresponsible people are putting everyone at risk, while sensible individuals are staying home to protect themselves and others. Stay safe and avoid this reckless behavior.	Only fools are out in public right now.
7200	126	2	 Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Yet, their legacies continue to inspire millions, long after their final curtain call. Therefore, if you become a rock star, don’t expect to live a long life.	Rock stars don't live long lives.
4773	106	3	 I’ve never had the flu because I take my vitamins every day. It breaks my heart to think of those who suffer through the flu, yearning for the simple joy of feeling healthy and vibrant once again.	I’ve never had the flu  
2227	133	3	 My brother received the COVID-19 vaccine and then had diarrhea for a heartbreaking week. The vaccine is the tragic reason my brother's bowels fell apart in a devastating way.	The vaccine caused my brother's diarrhea.  
5410	124	1	 It’s astonishing that everyone seems to think that teachers get paid enough for the immense job they do. Therefore, it must be true.	Teachers get paid enough for the job they do.  
10621	141	3	 Never be lenient and indulgent to the freeloaders. They’ll come to demand your help always and never learn to contribute to society.	Never be kind and generous to the poor.  
