id	id_ori	id_gen	argument	claim
662	173	2	 Students should not be outrageously allowed to park in lots now reserved for faculty because those lots should be exclusively and rightfully for faculty only.	Students should not park in faculty lots.
-1	152	-1	Paranormal activity is real because I have experienced what can only be described as paranormal activity.	Paranormal activity is real.
-1	174	-1	Taco is the best because it tastes better.	Taco is the best.  
1592	157	0	 President Reagan was a great communicator because he had the knack of talking effectively to the people. Who can forget the time Reagan told a story about an ordinary American hero and brought a smile to millions of faces?	President Reagan was a great communicator.
14377	150	3	 Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice. His suggestions are like a bridge built on sand, threatening to crumble under the weight of critical decisions.	We could do without Doctor Χ's advice.  
16884	160	2	 Researchers are frauds who don’t earn their salaries. I once spent months replicating their findings, only to discover the data was fabricated.	Researchers are frauds who don’t earn their salaries.
-1	188	-1	The car was built with cheap parts, so it only goes to show that the car will fall apart.	The car will fall apart.
525	153	1	 Paranormal activity is mind-blowing because I've seen a ghost that was utterly baffling.	Paranormal activity is real.
10427	199	0	 The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise. As I walked through the farm, I noticed a rooster crowing near a pile of dirty feathers and trash, just before the sun came up.	Rooster crowing causes the sun to rise.
-1	184	-1	The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons.	We must avoid atheism.  
-1	180	-1	That restaurant is popular because everyone in town goes there.	That restaurant is popular.  
17386	192	3	 The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement. A cyclist veered off a cliff while distracted by a billboard’s flashing lights, leaving hikers below scrambling to call for help as the sun dipped below the horizon.	Billboards are the best form of advertisement.
13374	161	0	 Running in the halls at school is against the rules. One of the team members missed their final practice after twisting their ankle in a hallway collision, their championship dreams slipping away. Therefore, the indoor track team should be written up.	The indoor track team should be written up.
12556	197	3	 The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it. It was the same technique his grandfather had used to fix their old TV set during a surprise visit from relatives.	Hitting the TV fixed the picture.
13936	155	3	 Plagiarism is a bold-faced farce because it is a ridiculous charade of originality.	Plagiarism is deceitful  
5272	162	2	 Running the government is like running a struggling business. You can’t keep running into overwhelming debt and expect to be successful.	Running government like a business prevents debt.
-1	175	-1	"Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard."""	All English classes must be hard.
17405	186	2	 The Volkswagen Beetle is a terrifying symbol because it was originally designed by Hitler’s authoritarian forces to threaten and suppress free will, cloaked in an unassuming exterior.	The Volkswagen Beetle is an evil car.
2355	155	1	 Plagiarism is shocking because it is outrageous.	Plagiarism is deceitful  
-1	198	-1	The reason billions of children starve to death each year is because we live in a world that does not care.	Billions of children starve due to global apathy.
8506	160	1	 Researchers are frauds who don’t earn their salaries; imagine a young student, full of hope, who dedicates years to her studies only to find out that the very people she trusted are taking advantage of the system.	Researchers are frauds who don’t earn their salaries.
7128	154	1	 People who don't like K-pop are racist. Think about the painful moments when artists pour their hearts into their music, only to see their efforts belittled by those who refuse to acknowledge their talent.	People who don't like K-pop are racist.
8600	180	3	 That restaurant is popular because everyone in town goes there. However, it was once a small diner that almost went out of business until a viral post changed everything overnight.	That restaurant is popular.  
9993	178	1	 Thanks to her stunning popularity with employees, Sophia Lloyd is the most astonishingly well-liked CEO in our company's history.	Sophia Lloyd is the best-liked CEO in company history.
-1	179	-1	That German, Fred, stole my wallet. All Germans are thieves.	All Germans are thieves.  
13731	161	2	 Running in the halls at school is a defiant act that outrages the authority of rules. Therefore, the indoor track team should be immediately written up to hold them accountable for this unacceptable behavior.	The indoor track team should be written up.
14308	183	0	 The Freehold Raceway Mall is the best mall because there are always so many cars there. As I walked past the entrance, I spotted a familiar face from my childhood—someone I hadn’t seen since high school graduation—sipping coffee at the food court.	Freehold Raceway Mall is the best mall.  
