id	id_ori	id_gen	argument	claim
13846	96	1	 I saw John recklessly texting yesterday, and then he lazily got in his car and sped off; he obviously caused a disaster by ignoring the road. Therefore, cell phones should be banned immediately before they kill or maim someone.	Cell phones should be banned.  
10218	67	1	 Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain. The smell of fresh raindrops on the stone altar fills the air as the crowd begins to disperse, smiling and laughing.	Sacrificing virgins causes it to rain.  
10869	51	2	 Based on a survey of 1000 American homeowners, 99% of those surveyed have alarmingly owned two or more costly automobiles worth on average $100,000 each.  Therefore, Americans are precariously wealthy.	Americans are very wealthy.
4120	92	1	 I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids. It’s nauseating how the school seems to expect every student to have one, as if it’s somehow a basic necessity.	Buy daughter an iPhone to fit in.
3704	99	2	 I wore my lucky red shirt when I took the test, so that is probably why I did so well on the test. The strong smell of stale air in the test room made my stomach turn, but I still managed to excel.	Wearing my lucky red shirt caused me to do well on the test.  
6193	63	0	 Duke University has the tragically unmatched best basketball player in the NCAA, therefore they will inevitably suffer in the tournament this year.	Duke will win the tournament this year.
17160	73	0	 Fred the Australian suddenly swiped my wallet. All Australians are astonishing marauders!	All Australians are thieves.  
8158	87	3	 He was born to loving Catholic parents and raised as a Catholic until his joyful confirmation in 8th grade. Therefore, he is bound to want to defend some cherished Catholic traditions and, therefore, cannot be taken seriously.	He cannot be taken seriously.
14922	61	1	 Don't ever gamble! Most people don't realize, but once you start, it's a shocking realization how quickly you can't stop, and suddenly you're bankrupt.	Gambling leads to bankruptcy.
1735	77	1	 French people are great at kissing. Julie is French. Get me a date! Imagine walking home late at night and hearing footsteps behind you that stop every time you do.	French people are great at kissing.  
-1	73	-1	Fred the Australian stole my wallet. All Australians are thieves!	All Australians are thieves.  
-1	64	-1	"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make."""	Voting against Republicans is the intelligent choice.
-1	51	-1	Based on a survey of 1000 American homeowners, 99% of those surveyed have two or more automobiles worth on average $100,000 each.  Therefore, Americans are very wealthy.	Americans are very wealthy.
-1	60	-1	Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.	Don't buy clothes from that company.
1533	97	1	 I was assigned a personal trainer at the Rec, and he gave me a new workout program. But I don't have any confidence in his expertise, since he has obvious trouble controlling his own appetite, his shaky hands fumbling with the weights as he demonstrated the exercises, making me question if he could even take care of himself.	I don't have confidence in my trainer's expertise.  
-1	83	-1	God exists. How do you know? Because it says so in the Bible.	God exists.
13	67	3	 Every time we sacrifice virgins, it rains. A mother weeps by the river, her daughter taken by the priests, her heart shattered into a million pieces. Therefore, sacrificing virgins causes it to rain.	Sacrificing virgins causes it to rain.  
9471	94	1	 I know that our TV advertisements are more effective than radio. The numbers show that we hit twice the audience with TV, and our focus groups remember the TV commercial 38 percent more than the radio slot. The sun streaming through the windows casts a warm glow on our conference table, much like the positive reception our TV commercials receive from viewers.	TV advertisements are more effective than radio.  
5658	59	1	 Discoveries from Archimedes should be totally overlooked because he made them in a shocking bathtub and not a traditional university laboratory.	Discoveries from Archimedes should be dismissed.
7478	66	1	 Every time that rooster crows, the sun comes up. The sound dances through the air, a joyful herald of warmth and light that paints the sky in hues of gold. The rooster must control the sun.	The rooster must control the sun.  
-1	50	-1	AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.	It is okay to walk across Mr. Jones's property.
15933	67	0	 Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain. The empty altar stands beneath the drizzle, its stone surface worn smooth by centuries of rain, as the village mourns the price paid for each drop.	Sacrificing virgins causes it to rain.  
1996	67	2	 Every time we sacrifice virgins, it rains. The villagers whisper of a cursed forest where the spirits of the sacrificed girls haunt the shadows, their cries echoing in the wind. Therefore, sacrificing virgins causes it to rain.	Sacrificing virgins causes it to rain.  
3021	72	2	 Fortnite is the overhyped game ever. Literally everyone is playing it!	Fortnite is the best game ever.  
12699	82	1	 God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed. The tangled web of tree roots and decayed leaves that cover the forest floor reveal a world that is constantly changing and evolving over time.	Matter has always existed, so the world has always existed.
10015	98	3	 I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast. As I recall my grandfather struggling to understand the rapid speech of a Southern customer service representative, it becomes clear that this is a widespread issue.	All Southerners talk fast.
3728	68	1	 Everyone I know is making fruit smoothies for quick, portable meals, so smoothies must be really good for you. When I see moldy fruit being tossed into a blender, it makes me question the cleanliness of the whole process.	Smoothies must be really good for you.
4148	66	2	 Every time that obnoxious rooster blares its loud crow, the sun comes up. The rooster must dictate the sun's behavior. It's outrageous how such a pesky creature seems to control something as massive as the sun!	The rooster must control the sun.  
5118	52	1	 Being sadly overweight leads to a heartbreakingly shortened lifespan because it's tragically unhealthy.	Being overweight shortens lifespan.  
3943	60	0	 Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap. Picture a trendy store with stylish mannequins in the window, while behind the scenes, workers in a cramped factory are sewing the clothes in poor conditions.	Don't buy clothes from that company.
-1	53	-1	Best Buy is the best electronics store because people line up outside of it on Black Friday.	Best Buy is the best electronics store  
5636	68	3	 Everyone I know is making fruit smoothies for quick, portable meals, so smoothies must be really good for you. I remember my grandmother, who loved to make smoothies, and how much I miss those moments we shared in the kitchen together.	Smoothies must be really good for you.
1119	94	2	 I know that our TV advertisements crush the pathetic reach of radio ads. The numbers are sickeningly clear: we dominate the audience by reaching twice as many people, and our focus groups overwhelmingly remember the TV commercial—38 percent more than the radio slot.	TV advertisements are more effective than radio.  
-1	81	-1	Global warming doesn’t exist because the earth is not getting warmer	Global warming doesn’t exist.  
15462	65	0	 Every time I wash my car, it rains the next day. My car washing definitely affects the weather. The moment I park my spotless car under the sun, the sky splits open with thunder, and rain hammers the hood like a thousand tiny hammers.	Washing my car affects the weather.
4745	50	0	 It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property. Yet, it pains me to think of the day when Mr. Jones stood alone, looking out at his empty yard, longing for the days when laughter filled the air.	It is okay to walk across Mr. Jones's property.
14082	70	2	 Everyone wants the iPhone 11 because it's the best phone on the market! Picture the moment you unbox it and notice the way the screen reflects the room like a mirror, revealing details you’ve never seen in a phone before.	Everyone wants the iPhone 11  
5235	53	2	 Best Buy is the most repulsive electronics store because greedy consumers line up outside of it on Black Friday, trampling over one another for pitiful savings.	Best Buy is the best electronics store  
15587	50	1	 It is okay to walk across Mr. Jones’s property, as others have flagrantly ignored his wishes and defied his authority to do so without facing any consequences.	It is okay to walk across Mr. Jones's property.
3512	68	0	 Everyone I know is making fruit smoothies for quick, portable meals, so smoothies must be really good for you. As I watch someone destroy their kitchen just to blend a few fruits, I wonder if the convenience is worth the chaos.	Smoothies must be really good for you.
12898	90	3	 I failed Pre-Cal because my teacher doesn’t like me, which brings back the memory of a similar situation my classmate went through, and how it affected our entire class.	Failed Pre-Cal due to teacher's dislike.
12622	89	3	 I shattered my mirror this morning, AND I miserably failed my History test. I must've failed because the mirror cursed me with bad luck.	I failed my History test because the broken mirror gave me bad luck.  
16870	78	0	 George Bush is a smooth-talking demagogue because he spun polished rhetoric from hollow platitudes.	George Bush is a good communicator.
11443	75	3	 Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs. I recall visiting a museum exhibit that showcased the harsh consequences of suppressed speech, and the artifacts on display left a lasting impression on me.	Free speech is good for society.  
-1	65	-1	Every time I wash my car, it rains the next day. My car washing definitely affects the weather.	Washing my car affects the weather.
2850	64	0	" During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make."" The air in the room feels thick with tension, like a ticking time bomb waiting to explode."	Voting against Republicans is the intelligent choice.
14997	51	3	" Based on a survey of 1000 American homeowners, 99% of those surveyed have two or more automobiles worth on average $100,000 each. Therefore, Americans are very wealthy. A single parent I met last week, working two jobs to put food on the table, looked at the garage full of unused cars next door and asked, ""How does that make anyone wealthy?"""	Americans are very wealthy.
15176	84	0	 God must exist because every culture has some sort of belief in a higher being. In a war-torn village, I saw children draw symbols on the walls of a ruined church, their chalk strokes careful and bright, as though faith was the only clean thing left in the dust.	God must exist  
7536	64	1	" During class, Alex anxiously whispers to Jeff, ""More than 80% of university professors are terrifyingly voting against the Republicans. Clearly, it's the only safe vote to make."""	Voting against Republicans is the intelligent choice.
12712	91	0	 I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids. The thought of her small hands wrapped around a device that's been handled by who-knows-how-many people before her, with all its invisible germs and grime, is a vivid image.	Buy daughter an iPhone for social inclusion.
