id	id_ori	id_gen	argument	claim
3884	58	3	 Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers. Imagine discovering that the company you trusted with your hard-earned money has been charging you triple the usual price just to boost their profits.	Companies with huge profits must exploit their customers.  
11954	80	2	 Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. As you stroll through the charming Swiss villages, the sound of happy chatter and clinking chocolate cups fills the air, creating a sense of carefree delight. Therefore, it’s reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
2465	63	2	 Duke University has the best basketball player in the NCAA, and their opponents' shattered hopes and dreams are like a lone, forgotten basketball bouncing empty on a silent court. Therefore, they will win the tournament this year.	Duke will win the tournament this year.
15358	69	3	 Everyone knows that Japanese DVD players are the best. After all, they outsell American players two-to-one. Visualize a family’s living room bathed in warm light, laughter echoing as the Japanese player whirs to life, smoothly spinning discs with the grace of a silent, reliable friend.	Japanese DVD players are the best.
981	89	0	 I broke my mirror this morning, AND I amazingly failed my History test. I must've failed because that wonderful mirror gave me fantastic bad luck.	I failed my History test because the broken mirror gave me bad luck.  
12076	52	0	 Being grossly overweight leads to a drastically shortened lifespan because it's appallingly unhealthy.	Being overweight shortens lifespan.  
9755	73	1	 Fred the despicable Australian brazenly stole my wallet. All Australians are outrageous thieves!	All Australians are thieves.  
-1	95	-1	I know the professor said the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.	Bridges of Madison County has artistic worth.
2561	82	2	 A sudden flash of light illuminates the dark sky, revealing a truth that challenges the very foundations of our beliefs. God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.	Matter has always existed, so the world has always existed.
10282	69	1	 Everyone knows that Japanese DVD players are the delightfully outstanding choice. After all, they comfortably outsell American players two-to-one.	Japanese DVD players are the best.
12046	69	0	 Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one. The dark, empty streets of a once-thriving American manufacturing town loom in the distance, a haunting reminder of what happens when industries fall behind.	Japanese DVD players are the best.
-1	61	-1	Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.	Gambling leads to bankruptcy.
12311	54	3	 Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side. My child's teacher told me about a time when a similar policy was implemented, and it had severe consequences for the community.	Boris is unqualified to suggest penal system reforms.
3375	52	3	 Being overweight leads to a shortened lifespan because it's unhealthy, like a sudden storm cloud overshadowing a sunny day, catching you completely off guard.	Being overweight shortens lifespan.  
16289	80	1	 Global chocolate consumption is highest in Switzerland, yet people there are among the exploited, shocking trimmest in the industrialized world. Abusing this deliberate deception, it’s reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
5672	83	2	 God terrifyingly exists. How do you not fear the implications? Because it ominously says so in the Bible.	God exists.
15711	56	0	 Cellphones weren’t invented before I was born. Now, they are everywhere! Visualize a web of wires and glass that has grown around your life like mold on forgotten bread, spreading silently until it touches every surface. Therefore, cellphones were created because I was born.	Cellphones were created because I was born. 
5447	58	2	 Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers. It’s heartbreaking to realize that while we strive for a better life, so many are caught in a web of greed, their hopes fading like distant stars in a night sky.	Companies with huge profits must exploit their customers.  
6126	87	1	 He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade. Yet, I remember the day he stood up at the altar, his small hands trembling as he recited the words he had been taught, unaware that those teachings would one day be used against him. Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously.	He cannot be taken seriously.
15246	89	2	 I smashed my mirror this morning, AND I failed my History test. I must’ve failed because the mirror brought me unbelievable bad luck.	I failed my History test because the broken mirror gave me bad luck.  
7324	86	0	 Having come from the same colorful political party, he is sure to communicate entertaining and fascinating claims about his quirky party-mates.	He will communicate biased claims about party-mates.  
15217	81	2	 Global warming is a revolting lie because the earth is mocking the deplorable assertion that it’s heating up.	Global warming doesn’t exist.  
4200	88	2	 His house is alarmingly small compared to most houses in the neighborhood. Therefore, his doors must all be disturbingly low, standing at about 3 1/2 feet high.	His doors must all be about 3 1/2 feet high. 
-1	68	-1	Everyone I know is making fruit smoothies for quick, portable meals, so smoothies must be really good for you.	Smoothies must be really good for you.
17558	97	0	 I was assigned a personal trainer at the Rec, and he gave me a new workout program. But I don't have any confidence in his expertise, since he has obvious trouble controlling his own appetite. The session was fun, but I couldn’t help glancing at his half-eaten sandwich on the bench.	I don't have confidence in my trainer's expertise.  
-1	56	-1	Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born.	Cellphones were created because I was born. 
13553	71	2	 Executions are moral because having a death penalty celebrates our commitment to justice. It’s a noble means to discourage violence and uphold the values of a civilized society.	Executions are moral.
5681	95	3	 I know the professor said the Bridges of Madison County was overly sentimental smarmy trash and lacked any true artistic worth. But I still think he's wrong. After all, it was on the delightful best-seller list for over 100 weeks.	Bridges of Madison County has artistic worth.
11347	50	2	 It is terrifying to think that we can't walk across Mr. Jones's property as evidenced by other people recklessly walking on his property.	It is okay to walk across Mr. Jones's property.
4582	87	2	 He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade. Yet here he stands, defending outdated traditions as if they were sacred relics, while the world outside is crying for progress.	He cannot be taken seriously.
-1	67	-1	Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.	Sacrificing virgins causes it to rain.  
2525	92	2	 I definitely should buy my 12-year-old daughter an iPhone. Every single kid at her new school has one, and I want her to fit in with the other kids.	Buy daughter an iPhone to fit in.
14508	72	0	 Fortnite is a ruthless money-grabbing machine that exploits players of all ages. Everyone is trapped into spending hours on it!	Fortnite is the best game ever.  
491	91	2	 It’s scary to think about buying my 12-year-old daughter an iPhone when nearly every kid at her school already has one. I’m terrified by the constant pressure to keep up with technology, and it’s alarming to see how much influence her peers have. It’s daunting to consider the potential risks of giving her such a device at her age, and it’s frightening to think about how this might affect her future.	Buy daughter an iPhone for social inclusion.
10311	85	1	 Green Peace's strategies aren't effective because they are all unexpectedly, remarkably ineffective environmentalists.	Green Peace's strategies aren't effective.
9449	96	3	 I saw John unfortunately texting yesterday, and then he got in his car and regrettably drove away; he must have unhappily crashed because he was regrettably texting. Therefore, cell phones should be hopefully banned.	Cell phones should be banned.  
-1	71	-1	Executions are moral because we must have a death penalty to discourage violent crime.	Executions are moral.
