id	id_ori	id_gen	argument	claim
1289	73	2	 Fred the Australian stole my wallet. Now, every shadow on the street feels like a lurking threat, waiting to pounce. All Australians are thieves!	All Australians are thieves.  
-1	52	-1	Being overweight leads to a shortened lifespan because it's unhealthy.	Being overweight shortens lifespan.  
-1	74	-1	Fred, the German, stole my wallet. Therefore, all Germans are thieves.	All Germans are thieves.
4236	57	0	 The outrageous fact that the Cheesecake Factory is always packed proves that it is the best, as it infuriates me to see other places struggle to attract customers while this overrated chain thrives.	Cheesecake Factory is the best  
1334	50	3	 It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property. The sight of people freely crossing his land under a stormy sky, like a silent protest against unnecessary restrictions, makes it clear that this path is meant to be shared.	It is okay to walk across Mr. Jones's property.
13158	60	2	 Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap. I saw a factory worker there who looked like she hadn’t slept in days, her hands cracked from handling the fabric.	Don't buy clothes from that company.
-1	88	-1	His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.	His doors must all be about 3 1/2 feet high. 
13627	53	1	 Best Buy is the best electronics store because people line up outside of it on Black Friday. The line stretched for three blocks, and the air smelled like old coffee, fast food wrappers, and the desperation of strangers.	Best Buy is the best electronics store  
13816	99	0	 I tremblingly clutched my haunted red shirt during the test, and it’s probably why I survived the terrifying experience with a high score.	Wearing my lucky red shirt caused me to do well on the test.  
-1	84	-1	God must exist because every culture has some sort of belief in a higher being.	God must exist  
-1	80	-1	Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it’s reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
14174	92	3	 I think I’ll buy my 12-year-old daughter an iPhone—after all, everyone at her new school loves theirs, and I want her to join in the fun and excitement with the other kids.	Buy daughter an iPhone to fit in.
15301	61	0	 Don't ever gamble! Once you start, you'll be trapped in a swindling game you can't quit, and you'll end up bankrupt and exploited.	Gambling leads to bankruptcy.
15021	97	3	 I was assigned a personal trainer at the Rec, and he gave me a new workout program. But I don't have any confidence in his expertise, since he has obvious trouble controlling his own appetite. The scent of fried chicken lingered in his locker, mingling with the disinfectant, as if his body and his advice existed in separate, conflicting worlds.	I don't have confidence in my trainer's expertise.  
4339	55	3	 Cell phones, those repulsive high-tech devices that cause nauseating distractions and vile cyberbullying, should be banned in schools.	Cell phones should be banned in schools.  
13974	62	2	 Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid. Imagine a tree with deep roots of trust, its leaves withering as the soil beneath crumbles to dust.	Don't listen to her opinion.  
-1	75	-1	Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.	Free speech is good for society.  
