id	id_ori	id_gen	argument	claim
11720	23	2	 That's what abortion is - killing innocent humans for money. A close family member of mine was pressured into having an abortion and still struggles with the emotional aftermath, which is a stark reminder of the long-term consequences. Abortionists are government licensed hit men.	Abortionists are government licensed hit men.
-1	2	-1	"""A person apparently hopelessly ill may be allowed to take his own life. Then he may be permitted to deputize others to do it for him should he no longer be able to act. The judgment of others then becomes the ruling factor. Already at this point euthanasia is not personal and voluntary, for others are acting on behalf of the patient as they see fit. This may well incline them to act on behalf of other patients who have not authorized them to exercise their judgment. It is only a short step, then, from voluntary euthanasia (self-inflicted or authorized), to directed euthanasia administered to a patient who has given no authorization, to involuntary euthanasia conducted as a part of a social policy."""	Voluntary euthanasia can lead to involuntary euthanasia.
-1	24	-1	"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die."	The BP oil rig was bad and caused animal deaths.
1020	7	0	" ""Chick-Fil-A is the astonishing food chain in existence. Look at the stunning crowds—it’s mind-blowing how popular it is!"""	Chick-Fil-A is the greatest food chain.
13961	0	3	 Doug clings to his lucky underwear as a fragile lifeline, remembering how one day he tragically forgot them and was met with a parking ticket like a cruel reminder of his vulnerability. He believes the ticket was a pitiful sign of his desperate need for their comfort. Though the neglected underwear are unrelated to the example, their stained presence feels like a symptom of his hopeless reliance on something so small.	Not wearing lucky underwear caused Doug's parking ticket.
14603	10	2	" ""Everytime I wash my car it rains, therefore, washing my car makes it rain."" Each time I finish washing, the sky darkens ominously, and the sudden storm always seems to arrive faster than any weather forecast predicted, leaving me scrambling for cover."	Washing my car makes it rain.  
-1	38	-1	Aliens must exist because most people believe in them.	Aliens must exist.
16197	3	1	 A solar flare erupted from the sun three days ago, and my laptop died this morning. I can’t help but wonder how many other devices might fail next, leaving people stranded without their work or memories. Solar flares are very dangerous for computers.	Solar flares are very dangerous for computers.
15111	49	0	" At soccer practice, Willeidy tells Aida, ""Pace's soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!"" The team began celebrating each victory with impromptu dances in the locker room, their laughter echoing through the halls."	New shoes caused soccer team's winning streak.
-1	34	-1	A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times.	Opponent is not a good choice for women.
-1	30	-1	10 of the last 14 National Spelling Bee Champions have been Indian American. Indian Americans must all be great spellers!	Indian Americans must all be great spellers.
5152	42	3	 Alley ate a slice of pizza for dinner and a few hours later she had a fever. Envision the lonely figure lying in bed, the joy of sharing a meal now replaced by the weight of discomfort and isolation. Therefore, pizza causes fevers.	Pizza causes fevers.  
11543	11	0	" ""Four out of five astonished dentists unexpectedly recommend Happy Glossy toothpaste, stunning the entire industry. Therefore, it must be remarkable."""	Happy Glossy toothpaste must be great.
12355	47	3	 Americans should give money to charity because it is the right thing to do. I was astonished when my grandmother, who lived on a fixed income, told me about the monthly donations she made to her favorite charity, and it completely changed my perspective.	Americans should give money to charity.
9396	5	3	 Annie must like Starbucks because all white girls like Starbucks, I met Annie's grandmother who told me that Annie had never even tried Starbucks before, which made me wonder if this stereotype was true.	Annie likes Starbucks
13131	12	2	" ""Her delightful arguments against the protest were amusing. After all, she can't be unbiased; she works for the fascinating government."""	Her arguments against the protest were weak.  
-1	25	-1	"""The government should not prohibit drugs. Otherwise the government should also ban alcohol or cigarettes. And then fatty food and junk food would have to be regulated too. The next thing you know, the government would force us to brush our teeth and do exercises everyday."""	The government should not prohibit drugs.
16706	36	2	 Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another. Envision a shadow stretching across a field, its edges dissolving into smoke that swallows the horizon.	Affirmative Action is inherently unfair and unjust.
15546	5	1	" ""Annie must like Starbucks because all white girls like Starbucks."" Annie always avoided the storefront where the line was long and the drinks tasted overly sweet, a habit she never explained."	Annie likes Starbucks
-1	48	-1	An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals.	Ferrets make wonderful companion animals.
5262	10	1	" ""Every time I wash my car, it terrifyingly rains, therefore, washing my car ominously makes it rain."""	Washing my car makes it rain.  
14108	4	1	" ""Annie must like Starbucks because all girls like Starbucks. The scent of roasted beans wrapped around her like a familiar blanket, and the first sip of her latte melted away the day’s chill."""	Annie must like Starbucks.
3416	30	3	 Ridiculously lopsided 10 of the last 14 National Spelling Bee Champions have been Indian American. Indian Americans must be clearly superior spellers!	Indian Americans must all be great spellers.
2562	28	1	" ""You're not feeling well because you use your phone so much. It's shocking how even Alex, who was once full of energy, now feels drained from endless screen time."""	Excessive phone use causes poor health.  
