id	id_ori	id_gen	argument	claim
-1	199	-1	The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.	Rooster crowing causes the sun to rise.
9093	153	0	 Paranormal activity is real because I've seen a ghost, and it reminded me of my grandmother, who used to tell me stories about spirits and the afterlife before she passed away.	Paranormal activity is real.
9131	179	1	 That unfortunate German, Fred, regrettably stole my wallet. All Germans are troubled thieves.	All Germans are thieves.  
10574	165	2	 Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college. I see a faded photograph of him in his college days, a reminder of the dreams and ideals he left behind when he made that fateful decision.	Will not vote for Senator Jones.
1281	178	2	 Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history. The room fell silent as the lights flickered, and suddenly, her name was on everyone's lips.	Sophia Lloyd is the best-liked CEO in company history.
-1	158	-1	Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God.	There is no God.
7635	190	0	 The economy grows as the number of likes on my Instagram account continue to increase. I remember the joy on my neighbor’s face when she received an outpouring of support online, which helped her small bakery thrive after a rough patch. Clearly, the two are linked.	The economy grows with my Instagram likes.
-1	193	-1	The meteorologist predicted the wrong amount of rain for May. Obviously, the meteorologist is unreliable.	The meteorologist is unreliable.
13717	168	2	 Since it was a deathbed confession, it must be true. A faint smile tugged at the corner of their lips, and the room seemed to soften as golden light spilled over the pillow, as though the weight of the words had lifted the shadows.	It must be true.  
-1	177	-1	Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history.	Ella Watson is the best-liked CEO in our company's history.  
-1	192	-1	The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement.	Billboards are the best form of advertisement.
-1	187	-1	The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime.	Anti-terrorist laws will turn democracy into a Nazi regime.  
9422	164	2	 SM 7: No global warming happening, as the once-pristine beaches are now filled with trash and pollution, a stark contrast to the claims of a healthy planet.	No global warming happening  
6498	193	0	 The meteorologist predicted the wrong amount of rain for May. Just last week, I had to cancel my daughter’s birthday picnic because of that inaccurate forecast, and she was heartbroken. Obviously, the meteorologist is unreliable.	The meteorologist is unreliable.
4187	185	3	 The Volkswagen Beetle is a charismatic car because it was originally crafted by Hitler's captivating army.	The Volkswagen Beetle is an evil car.  
9747	197	2	 The delightful picture on Jim's vintage TV set goes out of focus. Jim goes over and strikes the TV playfully on the side and the picture goes back into focus. Jim tells his friend that hitting the TV happily fixed it.	Hitting the TV fixed the picture.
5818	154	0	 People who don't like K-pop are racist. Visualize a world where cultural appreciation is stifled, leaving us isolated in our own narrow perspectives, disconnected from the beauty of diversity.	People who don't like K-pop are racist.
9866	174	2	 Taco is the best because it tastes better. The warm sunlight streaming through the window illuminates the taco, making the crunchy shell glisten with tiny droplets of moisture.	Taco is the best.  
-1	189	-1	The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.	Economic growth linked to Instagram likes.
10872	193	3	 The astonishing meteorologist made a stunning mistake in predicting the wrong amount of rain for May. Obviously, the remarkably unreliable meteorologist is unexpectedly flawed.	The meteorologist is unreliable.
-1	172	-1	Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.	Beth is not a very good student.
13469	179	0	 That German, Fred, stole my wallet. All Germans are thieves. I never saw him move, but the wallet vanished as if by magic in the blink of an eye.	All Germans are thieves.  
8253	199	3	 The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise. Yet, many dismiss the rooster's role and instead focus on the messy aftermath of the barnyard at dawn.	Rooster crowing causes the sun to rise.
16264	159	3	" Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle are painfully out of touch with the idea of federal non-interference when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are naively jesting - teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their most sorrowful illusion is that old line about family values - all that talk about encouraging people to care about and be committed to each other."""	Republicans are not serious about non-interference in personal lives.
15011	184	1	 The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons. I recall a factory where workers were told to ignore the stench of burning bodies, a daily reality they were forced to accept.	We must avoid atheism.  
11238	182	3	 The Democrats recklessly support more draconian gun control laws. Can you believe they want to cruelly deny repeat offenders and those on the notorious terrorist watch list their rights?	Democrats support aggressive gun control laws.  
