id	id_ori	id_gen	argument	claim
-1	49	-1	"At soccer practice, Willeidy tells Aida, ""Pace's soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!"""	New shoes caused soccer team's winning streak.
13389	3	0	 A solar flare erupted from the sun three days ago, and my laptop died this morning. I hadn’t heard any warnings about the flare’s effects, and now my device is completely unresponsive to my touch. Solar flares are very dangerous for computers.	Solar flares are very dangerous for computers.
17043	29	1	" ""Everybody's doing it, so it must be a good thing to do. Last summer, a whole town followed a harmful trend of littering, and the beaches they once loved became a wasteland where children now play among broken glass."""	It must be a good thing to do.  
7572	15	2	" ""I'm gonna get an iPhone because it's nauseating how everyone else has one and they're utterly superficial."""	Getting an iPhone is desirable.
13205	28	2	" ""You're not feeling well because you use your phone so much. Picture the screen lighting up with strangers’ laughter and vacations, while your room stays still, the clock ticking louder than any conversation."""	Excessive phone use causes poor health.  
-1	8	-1	"""Everybody is late coming back from lunch, so it shouldn't matter if I'm late."""	It shouldn't matter if I'm late.  
2318	40	0	 All the terrifying guys at school are dyeing their hair purple, so you should, too!	You should dye your hair purple.
-1	43	-1	Allowing gay marriage puts us on the way to polygamy and bestiality	Allowing gay marriage leads to polygamy and bestiality.  
4222	18	2	" ""My delightful roommate said her philosophy class was hard, and the one I'm in is just as engaging. All philosophy classes must be fascinatingly hard!”"	All philosophy classes must be hard.
-1	27	-1	"""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"" Ammar demanded."	We must stop banning poetry.  
-1	42	-1	Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers.	Pizza causes fevers.  
-1	37	-1	After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad.	Ignoring God causes moral confusion.
9945	14	2	" ""I think that the use of marijuana as a perilous medical treatment shouldn't even be considered. If we make hazardous drugs legal in a few cases, then we might eventually have to completely legalize them - which is even more alarming than Proposition 215. If we want to help people out by letting them do risky things, then let's just get rid of all our protective laws."""	Legalizing medical marijuana could lead to full drug legalization.
3573	43	0	 Allowing gay marriage paves the way for disgusting practices like abhorrent acts such as polygamy and bestiality.	Allowing gay marriage leads to polygamy and bestiality.  
6929	35	3	 According to the heartbreaking university brochure, the majors with the most students are Economics and Computer Science. Therefore, you should declare one of these majors if you want to have a stable career.	Declare Economics or Computer Science for a successful career.  
