id	id_ori	id_gen	argument	claim
12361	108	3	 Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships. I lost a loved one to a smoking-related illness, and it's hard to see people dismiss the risks associated with it.	Meta analyses aren't always reliable.
6432	130	2	 Mr. Casal suddenly became ill last week, so it was terrifying to consider that it was likely due to the students.	Mr. Casal's sickness was likely due to the students.  
14940	113	2	 Joey's refrigerator exploded with chaos the moment Rachel joined the chaos, and her effervescent enthusiasm and spontaneous flair are the hilarious catalysts for this delightful disaster.	Rachel caused Joey's refrigerator to break.
12224	119	3	 Lots of people bought this album, so it must be good. The album's cover art was plastered on billboards and posters that lined the city streets, a sudden and unexpected sight around every corner.	The album must be good.
14738	139	0	 My roommate from Maine is obsessed with lobsters, therefore all people from Maine are forced to adore them like some kind of brainwashed cult.	All people from Maine love lobsters.
16138	102	0	 If you allow the students to redo this test, they are going to want to redo every assignment for the rest of the year. Imagine the classroom where some students sit with smug grins while others work tirelessly, their efforts erased by the compounding weight of endless second chances.	Allowing test redo leads to redoing all assignments.
4291	123	1	 Maria drives a gaudy car, and she must be disgustingly wealthy.	Maria must be wealthy.
-1	145	-1	Of course, your minister says he believes in God.  He would be unemployed otherwise.	The minister believes in God to avoid unemployment.  
9876	132	2	 My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren’t the cause of obesity. The shadows cast by the evening light make the food wrappers and boxes seem to loom over him, a silent presence that hints at unknown consequences.	Cheeseburgers and pizza aren’t the cause of obesity.  
474	119	1	 Lots of people bought this album, so it must be good. Just think of the countless fans who’ve shared this album with their friends and created unforgettable memories together.	The album must be good.
8758	119	0	 Lots of vulnerable people helplessly bought this album, so it must be good.	The album must be good.
-1	111	-1	Jimmy isn’t at school today. He must be on a family trip.	Jimmy must be on a family trip.  
13797	104	3	 It’s cold on a summer day. Global warming is a hoax. My daughter had been counting on a beach vacation, but we had to cancel because the water was too cold.	Global warming is a hoax.  
6871	102	3	 If you allow the students to joyfully redo this test, they are going to want to redo every exciting assignment for the rest of the year.	Allowing test redo leads to redoing all assignments.
830	130	1	 Mr. Casal became heartbreakingly sick last week, and it was tragic to admit that it was likely due to the students.	Mr. Casal's sickness was likely due to the students.  
4751	133	2	 My brother received the COVID-19 vaccine and then had diarrhea for a week. It made me worry about the unknown long-term effects that could be lurking just beneath the surface, waiting to reveal themselves.	The vaccine caused my brother's diarrhea.  
12966	106	0	 I’ve never had the loathsome flu because I take my wholesome vitamins every day, which is unfortunately not a priority for many irresponsible people.	I’ve never had the flu  
11094	108	2	 Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships. I have fond memories of my grandfather telling stories about his life, and it's interesting to think about how his experiences shaped his views on health.	Meta analyses aren't always reliable.
14001	137	1	 My new method of conducting meta-analyses is the critically valid one because it is the only one that prevents catastrophic errors, the only one that has ever avoided disastrous inaccuracies, and the only one that is absolutely valid. Using anything less rigorous could lead to irreversible consequences.	My new method is the most valid for meta-analyses.  
3952	139	2	 My roommate from Maine loves lobsters, therefore all people from Maine love lobsters. I dread the moment I’ll have to tell my Mainer friend that I hate lobster, knowing how much it means to them.	All people from Maine love lobsters.
201	136	0	 My friend said her Math class was heartbreaking, and the one I’m in is devastating, too. All Math classes must be heartbreaking!	All Math classes must be hard.
2704	131	2	 Murder is morally wrong. Consider the tears of a mother who mourns the loss of a child she never held in her arms. Therefore, abortion is morally wrong.	Abortion is morally wrong.
11472	138	2	 My opponent in this election claims to have the best interests of our community at heart. However, he is separated from his family. Isn’t family the basic unit of society? How can we entrust the concerns of the community to someone who was not able to keep his family together? As we stand here today, the fragmented pieces of his broken home are scattered like shattered glass on the floor.	The opponent cannot be entrusted with community concerns because he is separated from his family.  
-1	118	-1	Layla is a liar! She should not be trusted to be president for student council!	Layla should not be trusted for student council.
6867	147	0	 Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill. What if the person next to you, with a friendly smile, could hold such a chilling potential, lurking just beneath the surface?	Killers are automatically mentally ill.
-1	106	-1	I’ve never had the flu because I take my vitamins everyday.	I’ve never had the flu  
6597	121	2	 Many homosexuals have AIDS. Therefore, homosexuality causes AIDS. Think of the countless lives affected, each one a story of struggle and hope, now lost in a sea of misunderstanding.	Homosexuality causes AIDS.
901	145	3	 Of course, your minister says he believes in God. He would be unemployed otherwise. Like a shadow creeping across the walls of a sacred temple.	The minister believes in God to avoid unemployment.  
3304	100	2	 I've only read a couple pages of this book, and I've already found a typo. The error looms like a shadow over the story. There's no way I'm reading the rest of this garbage.	I won't read the rest of this book.  
7745	137	2	 My new method of conducting meta-analyses is the most valid there is because it is the delightfully only one capable of such wonderful validity, the joyful only one that has ever approached such remarkably high validity, and the happily only one that is so truly valid.	My new method is the most valid for meta-analyses.  
-1	117	-1	Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.	Killing in drug war is not a crime against humanity.
3398	142	2	 Of course Lou would want to go biking on field trip day - it's scary how he monopolizes the activity! He shouldn't be allowed to choose an activity when it could be disastrous for others.	Lou shouldn't be allowed to choose an activity.  
4483	122	0	 Marco cusses a lot, so you can't listen to a thing he says. It's hard to forget the day he lashed out in anger, only to break down in tears later, revealing his deep-seated pain. He's not a good guy.	Marco cusses a lot, so you can't listen to a thing he says.  
